factor,trade_date,portfolio_return,turnover,missing_return_count,suspended_return_count,invalid_missing_return_count,invalid_missing_weight,benchmark_return,excess_return
Fixed4_Equal,20250218,-0.019058859527734208,0.0,0,0,0,0.0,-0.01625303127826494,-0.002805828249469268
Fixed4_Equal,20250219,0.017212302523385403,0.0,0,0,0,0.0,0.01519007483828183,0.0020222276851035725
Fixed4_Equal,20250220,0.007071947174481991,0.0,0,0,0,0.0,0.0025123366870802855,0.004559610487401705
Fixed4_Equal,20250221,0.0075802469302633305,0.0,0,0,0,0.0,0.013740548889339177,-0.0061603019590758465
Fixed4_Equal,20250224,0.0015885860550860875,0.0,0,0,0,0.0,-0.00037244272883674157,0.001961028783922829
Fixed4_Equal,20250225,-0.006686999285292056,0.0,0,0,0,0.0,-0.008240483994665926,0.0015534847093738695
Fixed4_Equal,20250226,0.014049602606089083,0.0,0,0,0,0.0,0.011478905586151722,0.002570697019937361
Fixed4_Equal,20250227,-2.663740915109458e-05,0.0,0,0,0,0.0,-0.0007478809138408149,0.0007212435046897203
Fixed4_Equal,20250228,-0.02602429877767474,0.0,0,0,0,0.0,-0.027242509502904744,0.0012182107252300053
Fixed4_Equal,20250303,0.005470317297119559,0.0,0,0,0,0.0,0.0011942055286138231,0.004276111768505736
Fixed4_Equal,20250304,0.011583269794855177,0.1922169811320755,0,0,0,0.0,0.006027513088489478,0.005555756706365699
Fixed4_Equal,20250305,0.0011771776119598324,0.0,0,0,0,0.0,0.004624073541137141,-0.003446895929177309
Fixed4_Equal,20250306,0.013253847834238972,0.0,0,0,0,0.0,0.016502137777032022,-0.00324828994279305
Fixed4_Equal,20250307,-0.0014305085102058572,0.0,0,0,0,0.0,-0.004250829101708042,0.002820320591502185
Fixed4_Equal,20250310,0.004928955564237348,0.0,0,0,0,0.0,-0.0006438963787678276,0.005572851943005176
Fixed4_Equal,20250311,0.005724765916449028,0.0,0,0,0,0.0,0.003739959946607474,0.0019848059698415544
Fixed4_Equal,20250312,0.004113013537528342,0.0,0,0,0,0.0,-5.280983141575657e-05,0.004165823368944098
Fixed4_Equal,20250313,-0.0048723595353500114,0.0,1,1,0,0.0,-0.008816093061700725,0.0039437335263507135
Fixed4_Equal,20250314,0.01414806425661916,0.0,1,1,0,0.0,0.020518754247014437,-0.006370689990395277
Fixed4_Equal,20250317,0.0050233835734674725,0.0,1,1,0,0.0,0.0011100110393629237,0.003913372534104549
Fixed4_Equal,20250318,0.005477623098694642,0.0,1,1,0,0.0,0.0035889508738193854,0.0018886722248752565
Fixed4_Equal,20250319,-0.005537268604392771,0.0,1,1,0,0.0,-0.003054493603566022,-0.002482775000826749
Fixed4_Equal,20250320,-0.0018612544048809787,0.0,1,1,0,0.0,-0.0059927319083810104,0.004131477503500031
Fixed4_Equal,20250321,-0.011127463484237645,0.0,1,1,0,0.0,-0.016634669874274977,0.005507206390037331
Fixed4_Equal,20250324,-0.006746332718059083,0.0,1,1,0,0.0,-0.0026724236272104296,-0.004073909090848654
Fixed4_Equal,20250325,0.0018059386854279132,0.0,1,1,0,0.0,-0.0039057986711966697,0.005711737356624583
Fixed4_Equal,20250326,0.007587018499836119,0.0,1,1,0,0.0,0.0012336143248505849,0.006353404174985534
Fixed4_Equal,20250327,-0.00404610053388853,0.0,0,0,0,0.0,0.0002822768215624549,-0.004328377355450985
Fixed4_Equal,20250328,-0.010270297820541402,0.0,0,0,0,0.0,-0.007766158880243568,-0.002504138940297834
Fixed4_Equal,20250331,-0.010230080941872872,0.0,0,0,0,0.0,-0.00860213357625439,-0.0016279473656184828
