experiment,factor,month,included_strategy,excluded_strategy,included_d10_d1_return,excluded_d10_d1_return,d10_d1_return_delta,included_top20_return,excluded_top20_return,top20_return_delta,included_benchmark_return,excluded_benchmark_return,benchmark_return_delta,included_top20_excess_return,excluded_top20_excess_return,top20_excess_return_delta,included_rank_ic,excluded_rank_ic,rank_ic_delta,included_d10_d1_month_drawdown,excluded_d10_d1_month_drawdown,d10_d1_month_drawdown_delta,included_top20_within_month_max_drawdown,excluded_top20_within_month_max_drawdown,top20_within_month_max_drawdown_delta,included_d10_d1_two_leg_turnover,excluded_d10_d1_two_leg_turnover,d10_d1_two_leg_turnover_delta,included_top20_turnover,excluded_top20_turnover,top20_turnover_delta
leave_one_out,ROE,2026-04,Full11_Equal,LOO_without_ROE,-0.014289551480638818,-0.007942028313368765,-0.006347523167270053,0.06787856436694772,0.07158814284975845,-0.003709578482810727,0.08556869830626113,0.08556869830626113,0.0,-0.0176901339393134,-0.013980555456502675,-0.003709578482810727,-0.05263620213938488,-0.037309173308499116,-0.015327028830885762,-0.014289551480638818,-0.007942028313368765,-0.006347523167270053,-0.03094050446265273,-0.03177505556862581,0.0008345511059730804,0.6620822017019736,0.6938604143947655,-0.03177821269279191,0.26140684410646386,0.30219256434699715,-0.040785720240533285
leave_one_out,ROE,2026-05,Full11_Equal,LOO_without_ROE,0.04260515299440781,0.04002335898150755,0.0025817940129002626,-0.018002449297810696,-0.01770849661050966,-0.00029395268730103563,0.004189687101620931,0.004189687101620931,0.0,-0.022192136399431628,-0.021898183712130592,-0.00029395268730103563,0.09731571426223916,0.09613842842972996,0.0011772858325092006,0.0,0.0,0.0,-0.06542039654705778,-0.06593812851477898,0.0005177319677212022,1.0843252256914495,1.0580010863661053,0.026324139325344165,0.41421800947867304,0.42395437262357416,-0.009736363144901117
leave_one_out,ROE,2026-06,Full11_Equal,LOO_without_ROE,0.05962376329946739,0.05622927652572329,0.0033944867737440987,-0.017468610601849455,-0.011455156400563493,-0.0060134542012859615,0.028699264451115036,0.028699264451115036,0.0,-0.04616787505296449,-0.04015442085167853,-0.0060134542012859615,0.07823252630452275,0.08633110472463792,-0.008098578420115174,0.0,0.0,0.0,-0.045433029693300875,-0.04507265918137693,-0.0003603705119239464,0.5524216646617404,0.6558492898625725,-0.10342762520083215,0.2637051039697543,0.2796208530805687,-0.015915749110814448
leave_one_out,ROE,2026-07,Full11_Equal,LOO_without_ROE,0.0013771397210906589,-0.0020620904894903536,0.0034392302105810124,-0.024941148168690974,-0.027895709627445364,0.00295456145875439,-0.04664325137707237,-0.04664325137707237,0.0,0.021702103208381396,0.018747541749627006,0.00295456145875439,0.08533604035745451,0.06698351707970457,0.018352523277749944,0.0,-0.0020620904894903536,0.0020620904894903536,-0.03930799663949758,-0.04254054629079407,0.00323254965129649,0.5891464850019617,0.708926312460468,-0.11977982745850635,0.2700661000944287,0.2897727272727273,-0.019706627178298575
leave_one_out,PE_TTM,2025-01,Full11_Equal,LOO_without_PE_TTM,0.026779805854694638,0.02572374586236359,0.0010560599923310487,0.0059220886230550995,0.005170145672117155,0.0007519429509379449,-0.024839993739835253,-0.024839993739835253,0.0,0.030762082362890353,0.030010139411952408,0.0007519429509379449,0.05748194126438613,0.047965137159170654,0.009516804105215479,0.0,0.0,0.0,-0.03935065827692685,-0.03977358286358934,0.00042292458666248756,0.6873468799538838,0.7633285548501603,-0.0759816748962765,0.2928015564202334,0.3145082765335929,-0.0217067201133595
leave_one_out,PE_TTM,2025-02,Full11_Equal,LOO_without_PE_TTM,-0.018236653318983498,-0.026737710639689216,0.008501057320705718,0.07563354235071018,0.0726615462760345,0.002971996074675687,0.04635343081440668,0.04635343081440668,0.0,0.0292801115363035,0.026308115461627812,0.002971996074675687,-0.11032809967666071,-0.11675518236470951,0.006427082688048799,-0.018236653318983498,-0.026737710639689216,0.008501057320705718,-0.031949630313159005,-0.03271365407181115,0.0007640237586521437,0.47909610897870103,0.49753692720335463,-0.0184408182246536,0.21414728682170545,0.212621359223301,0.0015259275984044474
leave_one_out,PE_TTM,2025-03,Full11_Equal,LOO_without_PE_TTM,0.042376214040666715,0.040412462631536084,0.001963751409130632,0.018451353994164865,0.016755934067998135,0.0016954199261667302,-0.004237894785310781,-0.004237894785310781,0.0,0.022689248779475646,0.020993828853308916,0.0016954199261667302,0.15925551559964743,0.14263860207412424,0.01661691352552319,0.0,0.0,0.0,-0.058545480276141704,-0.058722756395590436,0.00017727611944873267,0.42865206592910365,0.468372936420989,-0.03972087049188533,0.1802325581395349,0.1883495145631068,-0.008116956423571908
leave_one_out,PE_TTM,2025-04,Full11_Equal,LOO_without_PE_TTM,0.0038562936361421496,0.007131686297000561,-0.0032753926608584116,-0.010524945879211378,-0.009957778594313349,-0.0005671672848980291,-0.03316190387796336,-0.03316190387796336,0.0,0.022636957998751983,0.023204125283650012,-0.0005671672848980291,-0.027262007315000406,-0.022305139215773602,-0.0049568680992268035,0.0,0.0,0.0,-0.13193595216233056,-0.13210673818495444,0.0001707860226238811,0.5290697674418605,0.5857417024158953,-0.05667193497403478,0.24612403100775193,0.2609117361784675,-0.014787705170715593
leave_one_out,PE_TTM,2025-05,Full11_Equal,LOO_without_PE_TTM,-0.01651337222418736,-0.0122060156941729,-0.004307356530014461,0.0395942754804679,0.0397319578758093,-0.0001376823953413986,0.02095829772717739,0.02095829772717739,0.0,0.01863597775329051,0.01877366014863191,-0.0001376823953413986,-0.0495087859105357,-0.04678232671412247,-0.0027264591964132334,-0.01651337222418736,-0.0122060156941729,-0.004307356530014461,-0.028389640578925235,-0.02735000218136696,-0.0010396383975582735,1.005813953488372,0.9814593211409648,0.024354632347407312,0.42344961240310075,0.43161978661493705,-0.0081701742118363
leave_one_out,PE_TTM,2025-06,Full11_Equal,LOO_without_PE_TTM,-0.01587360559510398,-0.021138115145503678,0.005264509550399699,0.05519747361572147,0.05290792920787424,0.0022895444078472327,0.039798836591690145,0.039798836591690145,0.0,0.015398637024031325,0.013109092616184093,0.0022895444078472327,-0.06442435059537203,-0.06815035808468518,0.003726007489313149,-0.01587360559510398,-0.021138115145503678,0.005264509550399699,-0.040669767487521935,-0.04057739954431905,-9.236794320288677e-05,0.6478249416723113,0.7138368329946565,-0.0660118913223452,0.30329457364341084,0.31037827352085356,-0.0070836998774427284
leave_one_out,PE_TTM,2025-07,Full11_Equal,LOO_without_PE_TTM,-0.009569208205859048,-0.013755622258878275,0.004186414053019227,0.04678903471527329,0.046083573214616536,0.0007054615006567566,0.04330015131716358,0.04330015131716358,0.0,0.00348888339810971,0.0027834218974529534,0.0007054615006567566,-0.023226716916514588,-0.03323929255064322,0.010012575634128634,-0.009569208205859048,-0.013755622258878275,0.004186414053019227,-0.01326028390863987,-0.01350098221128182,0.0002406983026419507,0.6525096525096524,0.7168061955295997,-0.06429654301994725,0.28957528957528955,0.3004830917874396,-0.010907802212150042
leave_one_out,PE_TTM,2025-08,Full11_Equal,LOO_without_PE_TTM,0.018226690949635138,0.026630002134143016,-0.008403311184507878,0.08973511329500461,0.08977053003567792,-3.54167406733108e-05,0.10741528215523433,0.10741528215523433,0.0,-0.017680168860229717,-0.017644752119556406,-3.54167406733108e-05,-0.02313320652320062,-0.021334412669742654,-0.0017987938534579674,0.0,0.0,0.0,-0.02181223452136638,-0.022002755334568413,0.00019052081320203307,0.7148362235067437,0.788708609517858,-0.07387238601111434,0.3102119460500964,0.3159922928709056,-0.00578034682080919
leave_one_out,PE_TTM,2025-09,Full11_Equal,LOO_without_PE_TTM,0.000655723191766544,-0.0021919347395000788,0.002847657931266623,0.0016387283797365537,0.0013791956755653256,0.0002595327041712281,0.026469372651721335,0.026469372651721335,0.0,-0.02483064427198478,-0.02509017697615601,0.0002595327041712281,-0.016261496206210438,-0.026372006356128384,0.010110510149917946,0.0,-0.0021919347395000788,0.0021919347395000788,-0.05087805836336401,-0.05305848937044799,0.0021804310070839827,0.796872684155921,0.7636790382455121,0.033193645910408964,0.3339749759384023,0.34200385356454716,-0.008028877626144848
leave_one_out,PE_TTM,2025-10,Full11_Equal,LOO_without_PE_TTM,-0.010744962657302404,-0.012772304970161574,0.0020273423128591705,0.013945984568446423,0.012794930796537374,0.0011510537719090497,-0.0014999674834007548,-0.0014999674834007548,0.0,0.015445952051847178,0.014294898279938129,0.0011510537719090497,-0.03272608915478578,-0.04146189893274835,0.008735809777962567,-0.010744962657302404,-0.012772304970161574,0.0020273423128591705,-0.03822112863362881,-0.03747061655464756,-0.0007505120789812469,0.6223645356562824,0.6697754557581148,-0.047410920101832454,0.29394812680115273,0.31280076997112605,-0.018852643169973315
leave_one_out,PE_TTM,2025-11,Full11_Equal,LOO_without_PE_TTM,-0.005838016873826568,-0.0044303740103931455,-0.0014076428634334226,-0.012989515496685256,-0.012099607634190379,-0.0008899078624948764,-0.022820051048915158,-0.022820051048915158,0.0,0.009830535552229902,0.010720443414724778,-0.0008899078624948764,-0.021422319022241006,-0.019152114526484316,-0.0022702044957566905,-0.005838016873826568,-0.0044303740103931455,-0.0014076428634334226,-0.0687846157219133,-0.06962515772410027,0.0008405420021869725,0.7857411782075889,0.7587996456518529,0.02694153255573606,0.3272552783109405,0.33141210374639773,-0.0041568254354572565
leave_one_out,PE_TTM,2025-12,Full11_Equal,LOO_without_PE_TTM,0.017114842665492347,0.020138644920939752,-0.0030238022554474053,0.022983200187354447,0.023234361909970858,-0.0002511617226164109,0.03250519098924354,0.03250519098924354,0.0,-0.00952199080188909,-0.00927082907927268,-0.0002511617226164109,0.045661597552523726,0.035780095216816285,0.009881502335707441,0.0,0.0,0.0,-0.033420082550975505,-0.0353992440003168,0.0019791614493412935,0.6518300350784301,0.7107411782075889,-0.058911143129158794,0.2885906040268456,0.3016330451488953,-0.013042441122049664
leave_one_out,PE_TTM,2026-01,Full11_Equal,LOO_without_PE_TTM,0.035873746435556964,0.03415025551275308,0.001723490922803883,0.08599018527567104,0.08542446160178718,0.0005657236738838556,0.05745226824691163,0.05745226824691163,0.0,0.028537917028759408,0.027972193354875552,0.0005657236738838556,0.07890713825938925,0.07682675323875446,0.0020803850206347896,0.0,0.0,0.0,-0.027369374654805045,-0.028401186636650033,0.0010318119818449878,0.6341241808124006,0.6850875072342733,-0.05096332642187262,0.2932187201528176,0.31387559808612436,-0.020656877933306783
leave_one_out,PE_TTM,2026-02,Full11_Equal,LOO_without_PE_TTM,-0.0024933431645568493,-0.0013736729307931572,-0.0011196702337636921,0.03400590043025087,0.03511008656393,-0.0011041861336791303,0.022251534182126997,0.022251534182126997,0.0,0.011754366248123871,0.012858552381803001,-0.0011041861336791303,-0.00749753249316682,-0.005508923812446901,-0.001988608680719919,-0.0024933431645568493,-0.0013736729307931572,-0.0011196702337636921,-0.01020099299942756,-0.010306349208364818,0.00010535620893725728,0.6214249363867685,0.6436369740049335,-0.022212037618164926,0.25738798856053385,0.2795801526717558,-0.022192164111221935
leave_one_out,PE_TTM,2026-03,Full11_Equal,LOO_without_PE_TTM,-0.012205726407191753,-0.014112938030114042,0.001907211622922289,-0.09795344905038939,-0.0981468674298952,0.00019341837950581642,-0.08691410866895877,-0.08691410866895877,0.0,-0.011039340381430618,-0.011232758760936434,0.00019341837950581642,0.004026984924606448,0.003236555136507047,0.0007904297880994009,-0.012205726407191753,-0.014112938030114042,0.001907211622922289,-0.12308673015945382,-0.12393308443769258,0.000846354278238759,0.5289516567083107,0.5558069271525112,-0.026855270444200552,0.21408182683158894,0.2299618320610687,-0.01588000522947977
leave_one_out,PE_TTM,2026-04,Full11_Equal,LOO_without_PE_TTM,-0.014289551480638818,-0.005281550948706526,-0.009008000531932292,0.06787856436694772,0.06753290813990342,0.00034565622704429977,0.08556869830626113,0.08556869830626113,0.0,-0.0176901339393134,-0.0180357901663577,0.00034565622704429977,-0.05263620213938488,-0.04379572692392968,-0.008840475215455196,-0.014289551480638818,-0.005281550948706526,-0.009008000531932292,-0.03094050446265273,-0.03089693394211146,-4.357052054126953e-05,0.6620822017019736,0.6957833515085423,-0.033701149806568687,0.26140684410646386,0.2802669208770257,-0.01886007677056184
leave_one_out,PE_TTM,2026-05,Full11_Equal,LOO_without_PE_TTM,0.04260515299440781,0.038816941899430635,0.0037882110949771786,-0.018002449297810696,-0.01938039269366676,0.0013779433958560627,0.004189687101620931,0.004189687101620931,0.0,-0.022192136399431628,-0.02357007979528769,0.0013779433958560627,0.09731571426223916,0.08261090311868745,0.01470481114355171,0.0,0.0,0.0,-0.06542039654705778,-0.06687114108541425,0.0014507445383564743,1.0843252256914495,1.056060112257831,0.028265113433618483,0.41421800947867304,0.43155893536121676,-0.017340925882543712
leave_one_out,PE_TTM,2026-06,Full11_Equal,LOO_without_PE_TTM,0.05962376329946739,0.06397129473529262,-0.004347531435825225,-0.017468610601849455,-0.014905376841744977,-0.0025632337601044775,0.028699264451115036,0.028699264451115036,0.0,-0.04616787505296449,-0.043604641292860014,-0.0025632337601044775,0.07823252630452275,0.0861392144661946,-0.007906688161671852,0.0,0.0,0.0,-0.045433029693300875,-0.045629560753385534,0.00019653106008465926,0.5524216646617404,0.5952144787533781,-0.04279281409163771,0.2637051039697543,0.2672985781990521,-0.003593474229297844
leave_one_out,PE_TTM,2026-07,Full11_Equal,LOO_without_PE_TTM,0.0013771397210906589,-0.0007149125024334957,0.0020920522235241545,-0.024941148168690974,-0.027113751779189954,0.00217260361049898,-0.04664325137707237,-0.04664325137707237,0.0,0.021702103208381396,0.019529499597882416,0.00217260361049898,0.08533604035745451,0.06199761681423743,0.02333842354321708,0.0,-0.0007149125024334957,0.0007149125024334957,-0.03930799663949758,-0.04202720634783619,0.00271920970833861,0.5891464850019617,0.6577791673854292,-0.06863268238346754,0.2700661000944287,0.2935606060606061,-0.02349450596617736
leave_one_out,Revenue_Growth,2025-01,Full11_Equal,LOO_without_Revenue_Growth,0.026779805854694638,0.009999123112836461,0.016780682741858177,0.0059220886230550995,0.001747132735087309,0.004174955887967791,-0.024839993739835253,-0.024839993739835253,0.0,0.030762082362890353,0.026587126474922562,0.004174955887967791,0.05748194126438613,0.019245337344338483,0.03823660392004765,0.0,0.0,0.0,-0.03935065827692685,-0.04166406636357467,0.002313408086647817,0.6873468799538838,0.720454941937637,-0.03310806198375327,0.2928015564202334,0.3125608568646543,-0.01975930044442087
leave_one_out,Revenue_Growth,2025-02,Full11_Equal,LOO_without_Revenue_Growth,-0.018236653318983498,-0.02347857712803514,0.005241923809051641,0.07563354235071018,0.06731517769581363,0.008318364654896548,0.04635343081440668,0.04635343081440668,0.0,0.0292801115363035,0.02096174688140695,0.008318364654896548,-0.11032809967666071,-0.12017398397590258,0.009845884299241867,-0.018236653318983498,-0.02347857712803514,0.005241923809051641,-0.031949630313159005,-0.032853942776312706,0.0009043124631537003,0.47909610897870103,0.5052888066185637,-0.02619269763986265,0.21414728682170545,0.22621359223300974,-0.012066305411304296
leave_one_out,Revenue_Growth,2025-03,Full11_Equal,LOO_without_Revenue_Growth,0.042376214040666715,0.03842033995600769,0.003955874084659028,0.018451353994164865,0.018345459637551853,0.00010589435661301216,-0.004237894785310781,-0.004237894785310781,0.0,0.022689248779475646,0.022583354422862634,0.00010589435661301216,0.15925551559964743,0.150810736930878,0.008444778668769443,0.0,0.0,0.0,-0.058545480276141704,-0.059202445722066566,0.000656965445924862,0.42865206592910365,0.48584866457632875,-0.057196598647225094,0.1802325581395349,0.20194174757281552,-0.021709189433280623
leave_one_out,Revenue_Growth,2025-04,Full11_Equal,LOO_without_Revenue_Growth,0.0038562936361421496,0.003089812281567461,0.0007664813545746885,-0.010524945879211378,-0.01228056681658296,0.0017556209373715825,-0.03316190387796336,-0.03316190387796336,0.0,0.022636957998751983,0.0208813370613804,0.0017556209373715825,-0.027262007315000406,-0.024048332234040678,-0.0032136750809597277,0.0,0.0,0.0,-0.13193595216233056,-0.12945806289379136,-0.0024778892685392018,0.5290697674418605,0.6012531045382705,-0.07218333709641,0.24612403100775193,0.26479146459747815,-0.018667433589726223
leave_one_out,Revenue_Growth,2025-05,Full11_Equal,LOO_without_Revenue_Growth,-0.01651337222418736,-0.017505323070585388,0.0009919508463980264,0.0395942754804679,0.03997026617404309,-0.00037599069357519,0.02095829772717739,0.02095829772717739,0.0,0.01863597775329051,0.0190119684468657,-0.00037599069357519,-0.0495087859105357,-0.0534894102214245,0.003980624310888796,-0.01651337222418736,-0.017505323070585388,0.0009919508463980264,-0.028389640578925235,-0.027608599593938576,-0.0007810409849866584,1.005813953488372,0.9214231956047263,0.0843907578836458,0.42344961240310075,0.38991270611057227,0.03353690629252848
leave_one_out,Revenue_Growth,2025-06,Full11_Equal,LOO_without_Revenue_Growth,-0.01587360559510398,-0.023331725154052574,0.007458119558948595,0.05519747361572147,0.05360515990260373,0.0015923137131177434,0.039798836591690145,0.039798836591690145,0.0,0.015398637024031325,0.013806323310913582,0.0015923137131177434,-0.06442435059537203,-0.07783245211185677,0.013408101516484736,-0.01587360559510398,-0.023331725154052574,0.007458119558948595,-0.040669767487521935,-0.04210019472042892,0.0014304272329069834,0.6478249416723113,0.6846692255588169,-0.036844283886505624,0.30329457364341084,0.32007759456838025,-0.016783020924969416
leave_one_out,Revenue_Growth,2025-07,Full11_Equal,LOO_without_Revenue_Growth,-0.009569208205859048,-0.016175311744290766,0.006606103538431718,0.04678903471527329,0.042987258887395186,0.0038017758278781066,0.04330015131716358,0.04330015131716358,0.0,0.00348888339810971,-0.0003128924297683966,0.0038017758278781066,-0.023226716916514588,-0.025925514063109816,0.0026987971465952283,-0.009569208205859048,-0.016175311744290766,0.006606103538431718,-0.01326028390863987,-0.01410148608669215,0.0008412021780522805,0.6525096525096524,0.7167501848352913,-0.06424053232563887,0.28957528957528955,0.30531400966183575,-0.0157387200865462
leave_one_out,Revenue_Growth,2025-08,Full11_Equal,LOO_without_Revenue_Growth,0.018226690949635138,0.0038062080579188695,0.014420482891716269,0.08973511329500461,0.08284328540062336,0.006891827894381253,0.10741528215523433,0.10741528215523433,0.0,-0.017680168860229717,-0.02457199675461097,0.006891827894381253,-0.02313320652320062,-0.043739119554296636,0.020605913031096015,0.0,0.0,0.0,-0.02181223452136638,-0.02258322010898628,0.000770985587619899,0.7148362235067437,0.744299625802516,-0.029463402295772267,0.3102119460500964,0.33429672447013487,-0.024084778420038477
