factor,trade_date,valid_stock_count,total_stock_count,average_available_component_count,configured_component_count,available_weight_sum_min,available_weight_sum_max
LOO_without_Holder_Concen,20240628,5101,5101,9.364438345422466,10,1.0,1.0
LOO_without_Holder_Concen,20240731,5100,5100,9.432156862745098,10,1.0,1.0
LOO_without_Holder_Concen,20240830,5106,5108,9.4283476898982,10,0.0,1.0
LOO_without_Holder_Concen,20240930,5108,5110,9.43385518590998,10,0.0,1.0
LOO_without_Holder_Concen,20241031,5113,5116,9.419663799843628,10,0.0,1.0
LOO_without_Holder_Concen,20241129,5129,5132,9.421667965705378,10,0.0,1.0
LOO_without_Holder_Concen,20241231,5137,5140,9.423151750972762,10,0.0,1.0
LOO_without_Holder_Concen,20250127,5156,5157,9.42350203606748,10,0.0,1.0
LOO_without_Holder_Concen,20250228,5154,5155,9.429291949563531,10,0.0,1.0
LOO_without_Holder_Concen,20250331,5160,5161,9.429567913195116,10,0.0,1.0
LOO_without_Holder_Concen,20250430,5127,5127,9.417983226058123,10,1.0,1.0
LOO_without_Holder_Concen,20250530,5158,5159,9.362279511533243,10,0.0,1.0
LOO_without_Holder_Concen,20250630,5179,5181,9.348002316155183,10,0.0,1.0
LOO_without_Holder_Concen,20250731,5190,5191,9.368715083798882,10,0.0,1.0
LOO_without_Holder_Concen,20250829,5189,5194,9.361763573353869,10,0.0,1.0
LOO_without_Holder_Concen,20250930,5198,5201,9.360123053258988,10,0.0,1.0
LOO_without_Holder_Concen,20251031,5207,5213,9.351237291386918,10,0.0,1.0
LOO_without_Holder_Concen,20251128,5210,5214,9.351553509781358,10,0.0,1.0
LOO_without_Holder_Concen,20251231,5232,5237,9.34466297498568,10,0.0,1.0
LOO_without_Holder_Concen,20260130,5243,5248,9.342797256097562,10,0.0,1.0
LOO_without_Holder_Concen,20260227,5252,5257,9.343161498953776,10,0.0,1.0
LOO_without_Holder_Concen,20260331,5257,5265,9.343589743589744,10,0.0,1.0
LOO_without_Holder_Concen,20260430,5269,5277,9.329164297896533,10,0.0,1.0
LOO_without_Holder_Concen,20260529,5287,5293,9.292839599471,10,0.0,1.0
LOO_without_Holder_Concen,20260630,5291,5297,9.297526902020012,10,0.0,1.0
LOO_without_Main_Net_In,20220128,4409,4424,9.02260397830018,10,0.0,1.0
LOO_without_Main_Net_In,20220228,4437,4446,9.052406657669815,10,0.0,1.0
LOO_without_Main_Net_In,20220331,4472,4480,9.074107142857143,10,0.0,1.0
LOO_without_Main_Net_In,20220429,4425,4430,9.136343115124154,10,0.0,1.0
LOO_without_Main_Net_In,20220531,4497,4498,9.109604268563807,10,0.0,1.0
LOO_without_Main_Net_In,20220630,4524,4524,9.15340406719717,10,1.0,1.0
LOO_without_Main_Net_In,20220729,4555,4557,9.207592714505157,10,0.0,1.0
LOO_without_Main_Net_In,20220831,4605,4609,9.23085267954003,10,0.0,1.0
LOO_without_Main_Net_In,20220930,4651,4655,9.228786251342642,10,0.0,1.0
LOO_without_Main_Net_In,20221031,4683,4685,9.226894343649947,10,0.0,1.0
LOO_without_Main_Net_In,20221130,4727,4727,9.24011000634652,10,1.0,1.0
LOO_without_Main_Net_In,20221230,4778,4779,9.23394015484411,10,0.0,1.0
LOO_without_Main_Net_In,20230131,4782,4785,9.250574712643678,10,0.0,1.0
LOO_without_Main_Net_In,20230228,4806,4813,9.247039268647413,10,0.0,1.0
LOO_without_Main_Net_In,20230331,4839,4846,9.253611225753199,10,0.0,1.0
LOO_without_Main_Net_In,20230428,4816,4824,9.251658374792703,10,0.0,1.0
LOO_without_Main_Net_In,20230531,4887,4890,9.2,10,0.0,1.0
LOO_without_Main_Net_In,20230630,4938,4939,9.216035634743875,10,0.0,1.0
LOO_without_Main_Net_In,20230731,4968,4968,9.255837359098228,10,1.0,1.0
LOO_without_Main_Net_In,20230831,5001,5001,9.267546490701859,10,1.0,1.0
LOO_without_Main_Net_In,20230928,5014,5018,9.279792746113989,10,0.0,1.0
LOO_without_Main_Net_In,20231031,5032,5032,9.299880763116057,10,1.0,1.0
LOO_without_Main_Net_In,20231130,5049,5049,9.309566250742721,10,1.0,1.0
LOO_without_Main_Net_In,20231229,5065,5065,9.312931885488647,10,1.0,1.0
LOO_without_Main_Net_In,20240131,5085,5085,9.315240904621435,10,1.0,1.0
LOO_without_Main_Net_In,20240229,5089,5089,9.319905678915308,10,1.0,1.0
LOO_without_Main_Net_In,20240329,5099,5099,9.332810354971564,10,1.0,1.0
LOO_without_Main_Net_In,20240430,5064,5064,9.351105845181674,10,1.0,1.0
LOO_without_Main_Net_In,20240531,5093,5093,9.319850775574318,10,1.0,1.0
LOO_without_Main_Net_In,20240628,5101,5101,9.361105665555773,10,1.0,1.0
LOO_without_Main_Net_In,20240731,5100,5100,9.429019607843138,10,1.0,1.0
LOO_without_Main_Net_In,20240830,5108,5108,9.434025058731402,10,1.0,1.0
LOO_without_Main_Net_In,20240930,5110,5110,9.440900195694717,10,1.0,1.0
LOO_without_Main_Net_In,20241031,5115,5116,9.434519155590305,10,0.0,1.0
LOO_without_Main_Net_In,20241129,5129,5132,9.436477007014808,10,0.0,1.0
LOO_without_Main_Net_In,20241231,5137,5140,9.438326848249027,10,0.0,1.0
LOO_without_Main_Net_In,20250127,5153,5157,9.437851464029475,10,0.0,1.0
LOO_without_Main_Net_In,20250228,5154,5155,9.443646944713871,10,0.0,1.0
LOO_without_Main_Net_In,20250331,5153,5161,9.44429374152296,10,0.0,1.0
LOO_without_Main_Net_In,20250430,5124,5127,9.440218451336063,10,0.0,1.0
LOO_without_Main_Net_In,20250530,5155,5159,9.383601473153712,10,0.0,1.0
LOO_without_Main_Net_In,20250630,5176,5181,9.36865469986489,10,0.0,1.0
LOO_without_Main_Net_In,20250731,5187,5191,9.388749759198612,10,0.0,1.0
LOO_without_Main_Net_In,20250829,5190,5194,9.385637273777435,10,0.0,1.0
LOO_without_Main_Net_In,20250930,5197,5201,9.38434916362238,10,0.0,1.0
LOO_without_Main_Net_In,20251031,5207,5213,9.381929790907346,10,0.0,1.0
LOO_without_Main_Net_In,20251128,5206,5214,9.382240122746452,10,0.0,1.0
LOO_without_Main_Net_In,20251231,5220,5237,9.372923429444338,10,0.0,1.0
LOO_without_Main_Net_In,20260130,5237,5248,9.370045731707316,10,0.0,1.0
LOO_without_Main_Net_In,20260227,5243,5257,9.36979265740917,10,0.0,1.0
LOO_without_Main_Net_In,20260331,5254,5265,9.369610636277303,10,0.0,1.0
LOO_without_Main_Net_In,20260430,5267,5277,9.365738108773925,10,0.0,1.0
LOO_without_Main_Net_In,20260529,5280,5293,9.328169280181372,10,0.0,1.0
LOO_without_Main_Net_In,20260630,5288,5297,9.332263545403059,10,0.0,1.0
LOO_without_Momentum_60D,20220128,4413,4424,9.029611211573236,10,0.0,1.0
LOO_without_Momentum_60D,20220228,4437,4446,9.054655870445345,10,0.0,1.0
LOO_without_Momentum_60D,20220331,4475,4480,9.0734375,10,0.0,1.0
LOO_without_Momentum_60D,20220429,4427,4430,9.137020316027089,10,0.0,1.0
LOO_without_Momentum_60D,20220531,4498,4498,9.108492663405958,10,1.0,1.0
LOO_without_Momentum_60D,20220630,4524,4524,9.148762157382848,10,1.0,1.0
LOO_without_Momentum_60D,20220729,4556,4557,9.199473337722186,10,0.0,1.0
LOO_without_Momentum_60D,20220831,4608,4609,9.22673031026253,10,0.0,1.0
LOO_without_Momentum_60D,20220930,4655,4655,9.227712137486574,10,1.0,1.0
LOO_without_Momentum_60D,20221031,4684,4685,9.225827107790822,10,0.0,1.0
LOO_without_Momentum_60D,20221130,4727,4727,9.233340385022213,10,1.0,1.0
LOO_without_Momentum_60D,20221230,4779,4779,9.218664992676292,10,1.0,1.0
LOO_without_Momentum_60D,20230131,4784,4785,9.23030303030303,10,0.0,1.0
LOO_without_Momentum_60D,20230228,4811,4813,9.223145647205484,10,0.0,1.0
LOO_without_Momentum_60D,20230331,4845,4846,9.226784977300866,10,0.0,1.0
LOO_without_Momentum_60D,20230428,4824,4824,9.226990049751244,10,1.0,1.0
LOO_without_Momentum_60D,20230531,4888,4890,9.176073619631902,10,0.0,1.0
LOO_without_Momentum_60D,20230630,4939,4939,9.193561449686172,10,1.0,1.0
LOO_without_Momentum_60D,20230731,4968,4968,9.232689210950081,10,1.0,1.0
LOO_without_Momentum_60D,20230831,5001,5001,9.242951409718057,10,1.0,1.0
LOO_without_Momentum_60D,20230928,5018,5018,9.25089677162216,10,1.0,1.0
LOO_without_Momentum_60D,20231031,5032,5032,9.266891891891891,10,1.0,1.0
LOO_without_Momentum_60D,20231130,5049,5049,9.271935036640919,10,1.0,1.0
LOO_without_Momentum_60D,20231229,5065,5065,9.274037512339586,10,1.0,1.0
LOO_without_Momentum_60D,20240131,5085,5085,9.275712881022615,10,1.0,1.0
LOO_without_Momentum_60D,20240229,5089,5089,9.279819217921006,10,1.0,1.0
LOO_without_Momentum_60D,20240329,5099,5099,9.29044910766817,10,1.0,1.0
LOO_without_Momentum_60D,20240430,5064,5064,9.30647709320695,10,1.0,1.0
LOO_without_Momentum_60D,20240531,5093,5093,9.274298056155507,10,1.0,1.0
LOO_without_Momentum_60D,20240628,5101,5101,9.315428347382866,10,1.0,1.0
LOO_without_Momentum_60D,20240731,5100,5100,9.383725490196078,10,1.0,1.0
LOO_without_Momentum_60D,20240830,5108,5108,9.389389193422083,10,1.0,1.0
LOO_without_Momentum_60D,20240930,5110,5110,9.396086105675147,10,1.0,1.0
LOO_without_Momentum_60D,20241031,5115,5116,9.39093041438624,10,0.0,1.0
LOO_without_Momentum_60D,20241129,5129,5132,9.392829306313327,10,0.0,1.0
LOO_without_Momentum_60D,20241231,5137,5140,9.39396887159533,10,0.0,1.0
LOO_without_Momentum_60D,20250127,5156,5157,9.39363971301144,10,0.0,1.0
LOO_without_Momentum_60D,20250228,5155,5155,9.398254122211446,10,1.0,1.0
LOO_without_Momentum_60D,20250331,5160,5161,9.398953691145127,10,0.0,1.0
LOO_without_Momentum_60D,20250430,5127,5127,9.394382679929784,10,1.0,1.0
LOO_without_Momentum_60D,20250530,5159,5159,9.338631517735996,10,1.0,1.0
LOO_without_Momentum_60D,20250630,5180,5181,9.322524609148813,10,0.0,1.0
LOO_without_Momentum_60D,20250731,5190,5191,9.341937969562705,10,0.0,1.0
LOO_without_Momentum_60D,20250829,5192,5194,9.33808240277243,10,0.0,1.0
LOO_without_Momentum_60D,20250930,5201,5201,9.336666025764275,10,1.0,1.0
LOO_without_Momentum_60D,20251031,5209,5213,9.334548244772684,10,0.0,1.0
LOO_without_Momentum_60D,20251128,5214,5214,9.334484081319525,10,1.0,1.0
LOO_without_Momentum_60D,20251231,5233,5237,9.326140920374261,10,0.0,1.0
LOO_without_Momentum_60D,20260130,5243,5248,9.322217987804878,10,0.0,1.0
LOO_without_Momentum_60D,20260227,5252,5257,9.321285904508274,10,0.0,1.0
LOO_without_Momentum_60D,20260331,5258,5265,9.319468186134852,10,0.0,1.0
LOO_without_Momentum_60D,20260430,5272,5277,9.31570968353231,10,0.0,1.0
LOO_without_Momentum_60D,20260529,5289,5293,9.277536368788967,10,0.0,1.0
LOO_without_Momentum_60D,20260630,5291,5297,9.279781008117803,10,0.0,1.0
LOO_without_PE_TTM,20220128,4421,4424,9.149186256781194,10,0.0,1.0
LOO_without_PE_TTM,20220228,4445,4446,9.177237966711651,10,0.0,1.0
LOO_without_PE_TTM,20220331,4478,4480,9.19375,10,0.0,1.0
LOO_without_PE_TTM,20220429,4429,4430,9.252821670428894,10,0.0,1.0
LOO_without_PE_TTM,20220531,4495,4498,9.239662072032015,10,0.0,1.0
LOO_without_PE_TTM,20220630,4521,4524,9.280725022104333,10,0.0,1.0
LOO_without_PE_TTM,20220729,4554,4557,9.332894448101822,10,0.0,1.0
LOO_without_PE_TTM,20220831,4606,4609,9.37925797353005,10,0.0,1.0
LOO_without_PE_TTM,20220930,4652,4655,9.374436090225563,10,0.0,1.0
LOO_without_PE_TTM,20221031,4681,4685,9.382710779082178,10,0.0,1.0
LOO_without_PE_TTM,20221130,4725,4727,9.393061138142585,10,0.0,1.0
LOO_without_PE_TTM,20221230,4767,4779,9.37790332705587,10,0.0,1.0
LOO_without_PE_TTM,20230131,4777,4785,9.393521421107629,10,0.0,1.0
LOO_without_PE_TTM,20230228,4804,4813,9.391232079783919,10,0.0,1.0
LOO_without_PE_TTM,20230331,4838,4846,9.39186958316137,10,0.0,1.0
LOO_without_PE_TTM,20230428,4814,4824,9.396144278606965,10,0.0,1.0
LOO_without_PE_TTM,20230531,4884,4890,9.35521472392638,10,0.0,1.0
LOO_without_PE_TTM,20230630,4937,4939,9.370520348248633,10,0.0,1.0
LOO_without_PE_TTM,20230731,4967,4968,9.406602254428341,10,0.0,1.0
LOO_without_PE_TTM,20230831,4997,5001,9.433713257348531,10,0.0,1.0
LOO_without_PE_TTM,20230928,5014,5018,9.44380231167796,10,0.0,1.0
LOO_without_PE_TTM,20231031,5030,5032,9.468402225755167,10,0.0,1.0
LOO_without_PE_TTM,20231130,5045,5049,9.476926123984947,10,0.0,1.0
LOO_without_PE_TTM,20231229,5061,5065,9.477591312931885,10,0.0,1.0
LOO_without_PE_TTM,20240131,5083,5085,9.47905604719764,10,0.0,1.0
LOO_without_PE_TTM,20240229,5088,5089,9.483592061308705,10,0.0,1.0
LOO_without_PE_TTM,20240329,5098,5099,9.488919395959993,10,0.0,1.0
LOO_without_PE_TTM,20240430,5064,5064,9.506121642969985,10,1.0,1.0
LOO_without_PE_TTM,20240531,5092,5093,9.477714510111918,10,0.0,1.0
LOO_without_PE_TTM,20240628,5101,5101,9.518917859243286,10,1.0,1.0
LOO_without_PE_TTM,20240731,5100,5100,9.585686274509804,10,1.0,1.0
LOO_without_PE_TTM,20240830,5106,5108,9.611589663273296,10,0.0,1.0
LOO_without_PE_TTM,20240930,5108,5110,9.618590998043052,10,0.0,1.0
LOO_without_PE_TTM,20241031,5113,5116,9.628225175918686,10,0.0,1.0
LOO_without_PE_TTM,20241129,5128,5132,9.628994544037413,10,0.0,1.0
LOO_without_PE_TTM,20241231,5133,5140,9.629182879377431,10,0.0,1.0
LOO_without_PE_TTM,20250127,5147,5157,9.62962962962963,10,0.0,1.0
LOO_without_PE_TTM,20250228,5148,5155,9.634141610087294,10,0.0,1.0
LOO_without_PE_TTM,20250331,5152,5161,9.631273009106762,10,0.0,1.0
LOO_without_PE_TTM,20250430,5123,5127,9.632728691242441,10,0.0,1.0
LOO_without_PE_TTM,20250530,5154,5159,9.579569684047296,10,0.0,1.0
LOO_without_PE_TTM,20250630,5175,5181,9.564562825709322,10,0.0,1.0
LOO_without_PE_TTM,20250731,5186,5191,9.58389520323637,10,0.0,1.0
LOO_without_PE_TTM,20250829,5186,5194,9.5912591451675,10,0.0,1.0
LOO_without_PE_TTM,20250930,5192,5201,9.58988656027687,10,0.0,1.0
LOO_without_PE_TTM,20251031,5204,5213,9.592557068866295,10,0.0,1.0
LOO_without_PE_TTM,20251128,5204,5214,9.59071729957806,10,0.0,1.0
LOO_without_PE_TTM,20251231,5222,5237,9.581248806568647,10,0.0,1.0
LOO_without_PE_TTM,20260130,5236,5248,9.577172256097562,10,0.0,1.0
LOO_without_PE_TTM,20260227,5239,5257,9.574472132394902,10,0.0,1.0
LOO_without_PE_TTM,20260331,5243,5265,9.5661918328585,10,0.0,1.0
LOO_without_PE_TTM,20260430,5258,5277,9.56623081296191,10,0.0,1.0
LOO_without_PE_TTM,20260529,5274,5293,9.527300207821652,10,0.0,1.0
LOO_without_PE_TTM,20260630,5279,5297,9.529356239380782,10,0.0,1.0
LOO_without_ROE,20220128,4415,4424,9.009041591320072,10,0.0,1.0
LOO_without_ROE,20220228,4443,4446,9.038236617183985,10,0.0,1.0
LOO_without_ROE,20220331,4476,4480,9.058482142857143,10,0.0,1.0
LOO_without_ROE,20220429,4427,4430,9.11805869074492,10,0.0,1.0
LOO_without_ROE,20220531,4494,4498,9.089595375722544,10,0.0,1.0
LOO_without_ROE,20220630,4521,4524,9.131962864721485,10,0.0,1.0
LOO_without_ROE,20220729,4553,4557,9.18499012508229,10,0.0,1.0
LOO_without_ROE,20220831,4604,4609,9.20785419830766,10,0.0,1.0
LOO_without_ROE,20220930,4648,4655,9.204296455424275,10,0.0,1.0
LOO_without_ROE,20221031,4679,4685,9.201067235859124,10,0.0,1.0
LOO_without_ROE,20221130,4725,4727,9.212608419716522,10,0.0,1.0
LOO_without_ROE,20221230,4767,4779,9.200041849759364,10,0.0,1.0
LOO_without_ROE,20230131,4776,4785,9.216091954022989,10,0.0,1.0
LOO_without_ROE,20230228,4803,4813,9.211094951173903,10,0.0,1.0
LOO_without_ROE,20230331,4838,4846,9.216054477919934,10,0.0,1.0
LOO_without_ROE,20230428,4813,4824,9.212479270315091,10,0.0,1.0
LOO_without_ROE,20230531,4882,4890,9.159918200408997,10,0.0,1.0
LOO_without_ROE,20230630,4936,4939,9.175136667341567,10,0.0,1.0
LOO_without_ROE,20230731,4967,4968,9.213969404186795,10,0.0,1.0
LOO_without_ROE,20230831,4997,5001,9.224755048990202,10,0.0,1.0
LOO_without_ROE,20230928,5013,5018,9.235950577919489,10,0.0,1.0
LOO_without_ROE,20231031,5030,5032,9.25556438791733,10,0.0,1.0
LOO_without_ROE,20231130,5045,5049,9.26421073479897,10,0.0,1.0
LOO_without_ROE,20231229,5061,5065,9.26614017769003,10,0.0,1.0
LOO_without_ROE,20240131,5083,5085,9.268043264503442,10,0.0,1.0
LOO_without_ROE,20240229,5088,5089,9.272548634309295,10,0.0,1.0
LOO_without_ROE,20240329,5098,5099,9.284957834869582,10,0.0,1.0
LOO_without_ROE,20240430,5064,5064,9.302725118483412,10,1.0,1.0
LOO_without_ROE,20240531,5092,5093,9.271549185156097,10,0.0,1.0
LOO_without_ROE,20240628,5101,5101,9.312879827484807,10,1.0,1.0
LOO_without_ROE,20240731,5100,5100,9.38078431372549,10,1.0,1.0
LOO_without_ROE,20240830,5106,5108,9.385473766640564,10,0.0,1.0
LOO_without_ROE,20240930,5108,5110,9.39197651663405,10,0.0,1.0
LOO_without_ROE,20241031,5113,5116,9.385066458170446,10,0.0,1.0
LOO_without_ROE,20241129,5128,5132,9.386788776305535,10,0.0,1.0
LOO_without_ROE,20241231,5133,5140,9.387937743190662,10,0.0,1.0
LOO_without_ROE,20250127,5147,5157,9.387434554973822,10,0.0,1.0
LOO_without_ROE,20250228,5148,5155,9.39321047526673,10,0.0,1.0
LOO_without_ROE,20250331,5152,5161,9.393722146870761,10,0.0,1.0
LOO_without_ROE,20250430,5123,5127,9.389506534035498,10,0.0,1.0
LOO_without_ROE,20250530,5154,5159,9.333010273308782,10,0.0,1.0
LOO_without_ROE,20250630,5175,5181,9.317892298784018,10,0.0,1.0
LOO_without_ROE,20250731,5186,5191,9.337699865151222,10,0.0,1.0
LOO_without_ROE,20250829,5186,5194,9.333846746245667,10,0.0,1.0
LOO_without_ROE,20250930,5192,5201,9.332051528552201,10,0.0,1.0
LOO_without_ROE,20251031,5204,5213,9.329177057356608,10,0.0,1.0
LOO_without_ROE,20251128,5201,5214,9.328538550057537,10,0.0,1.0
LOO_without_ROE,20251231,5218,5237,9.319075806759596,10,0.0,1.0
LOO_without_ROE,20260130,5234,5248,9.315358231707316,10,0.0,1.0
LOO_without_ROE,20260227,5237,5257,9.31443789233403,10,0.0,1.0
LOO_without_ROE,20260331,5243,5265,9.312820512820513,10,0.0,1.0
LOO_without_ROE,20260430,5257,5277,9.307561114269472,10,0.0,1.0
LOO_without_ROE,20260529,5273,5293,9.269034573965614,10,0.0,1.0
LOO_without_ROE,20260630,5279,5297,9.272040777798754,10,0.0,1.0
LOO_without_Revenue_Growth,20220128,4409,4424,9.00497287522604,10,0.0,1.0
LOO_without_Revenue_Growth,20220228,4438,4446,9.034188034188034,10,0.0,1.0
LOO_without_Revenue_Growth,20220331,4472,4480,9.055357142857142,10,0.0,1.0
LOO_without_Revenue_Growth,20220429,4424,4430,9.117155756207675,10,0.0,1.0
LOO_without_Revenue_Growth,20220531,4494,4498,9.089817696754112,10,0.0,1.0
LOO_without_Revenue_Growth,20220630,4521,4524,9.132183908045977,10,0.0,1.0
LOO_without_Revenue_Growth,20220729,4553,4557,9.18564845292956,10,0.0,1.0
LOO_without_Revenue_Growth,20220831,4605,4609,9.208722065523975,10,0.0,1.0
LOO_without_Revenue_Growth,20220930,4650,4655,9.20515574650913,10,0.0,1.0
LOO_without_Revenue_Growth,20221031,4679,4685,9.2017075773746,10,0.0,1.0
LOO_without_Revenue_Growth,20221130,4725,4727,9.213243071715675,10,0.0,1.0
LOO_without_Revenue_Growth,20221230,4767,4779,9.200669596149822,10,0.0,1.0
LOO_without_Revenue_Growth,20230131,4776,4785,9.216718913270638,10,0.0,1.0
LOO_without_Revenue_Growth,20230228,4803,4813,9.211718263037607,10,0.0,1.0
LOO_without_Revenue_Growth,20230331,4838,4846,9.216467189434585,10,0.0,1.0
LOO_without_Revenue_Growth,20230428,4813,4824,9.212686567164178,10,0.0,1.0
LOO_without_Revenue_Growth,20230531,4882,4890,9.160122699386504,10,0.0,1.0
LOO_without_Revenue_Growth,20230630,4936,4939,9.175339137477222,10,0.0,1.0
LOO_without_Revenue_Growth,20230731,4967,4968,9.214170692431562,10,0.0,1.0
LOO_without_Revenue_Growth,20230831,4997,5001,9.2249550089982,10,0.0,1.0
LOO_without_Revenue_Growth,20230928,5013,5018,9.236149860502191,10,0.0,1.0
LOO_without_Revenue_Growth,20231031,5030,5032,9.255763116057233,10,0.0,1.0
LOO_without_Revenue_Growth,20231130,5045,5049,9.264408793820559,10,0.0,1.0
LOO_without_Revenue_Growth,20231229,5061,5065,9.266337611056269,10,0.0,1.0
LOO_without_Revenue_Growth,20240131,5083,5085,9.268239921337267,10,0.0,1.0
LOO_without_Revenue_Growth,20240229,5088,5089,9.272745136569071,10,0.0,1.0
LOO_without_Revenue_Growth,20240329,5098,5099,9.285153951755246,10,0.0,1.0
LOO_without_Revenue_Growth,20240430,5064,5064,9.302922590837282,10,1.0,1.0
LOO_without_Revenue_Growth,20240531,5092,5093,9.271745533084626,10,0.0,1.0
LOO_without_Revenue_Growth,20240628,5101,5101,9.313075867476964,10,1.0,1.0
LOO_without_Revenue_Growth,20240731,5100,5100,9.380980392156863,10,1.0,1.0
LOO_without_Revenue_Growth,20240830,5106,5108,9.385473766640564,10,0.0,1.0
LOO_without_Revenue_Growth,20240930,5108,5110,9.39197651663405,10,0.0,1.0
LOO_without_Revenue_Growth,20241031,5113,5116,9.385066458170446,10,0.0,1.0
LOO_without_Revenue_Growth,20241129,5128,5132,9.386788776305535,10,0.0,1.0
LOO_without_Revenue_Growth,20241231,5133,5140,9.387937743190662,10,0.0,1.0
LOO_without_Revenue_Growth,20250127,5147,5157,9.387434554973822,10,0.0,1.0
LOO_without_Revenue_Growth,20250228,5148,5155,9.39321047526673,10,0.0,1.0
LOO_without_Revenue_Growth,20250331,5152,5161,9.393722146870761,10,0.0,1.0
LOO_without_Revenue_Growth,20250430,5123,5127,9.389506534035498,10,0.0,1.0
LOO_without_Revenue_Growth,20250530,5154,5159,9.333010273308782,10,0.0,1.0
LOO_without_Revenue_Growth,20250630,5175,5181,9.317892298784018,10,0.0,1.0
LOO_without_Revenue_Growth,20250731,5186,5191,9.337699865151222,10,0.0,1.0
LOO_without_Revenue_Growth,20250829,5186,5194,9.333846746245667,10,0.0,1.0
LOO_without_Revenue_Growth,20250930,5192,5201,9.332051528552201,10,0.0,1.0
LOO_without_Revenue_Growth,20251031,5204,5213,9.329177057356608,10,0.0,1.0
LOO_without_Revenue_Growth,20251128,5201,5214,9.328538550057537,10,0.0,1.0
LOO_without_Revenue_Growth,20251231,5218,5237,9.319075806759596,10,0.0,1.0
LOO_without_Revenue_Growth,20260130,5234,5248,9.315358231707316,10,0.0,1.0
LOO_without_Revenue_Growth,20260227,5237,5257,9.31443789233403,10,0.0,1.0
LOO_without_Revenue_Growth,20260331,5243,5265,9.312820512820513,10,0.0,1.0
LOO_without_Revenue_Growth,20260430,5257,5277,9.307561114269472,10,0.0,1.0
LOO_without_Revenue_Growth,20260529,5273,5293,9.269034573965614,10,0.0,1.0
LOO_without_Revenue_Growth,20260630,5279,5297,9.272040777798754,10,0.0,1.0
LOO_without_Turnover_20D,20220128,4413,4424,9.011528028933093,10,0.0,1.0
LOO_without_Turnover_20D,20220228,4437,4446,9.038911381016645,10,0.0,1.0
LOO_without_Turnover_20D,20220331,4475,4480,9.06294642857143,10,0.0,1.0
LOO_without_Turnover_20D,20220429,4427,4430,9.126410835214447,10,0.0,1.0
LOO_without_Turnover_20D,20220531,4498,4498,9.093152512227658,10,1.0,1.0
LOO_without_Turnover_20D,20220630,4524,4524,9.137931034482758,10,1.0,1.0
LOO_without_Turnover_20D,20220729,4556,4557,9.191353960939214,10,0.0,1.0
LOO_without_Turnover_20D,20220831,4607,4609,9.217183770883056,10,0.0,1.0
LOO_without_Turnover_20D,20220930,4653,4655,9.213319011815253,10,0.0,1.0
LOO_without_Turnover_20D,20221031,4685,4685,9.209178228388474,10,1.0,1.0
LOO_without_Turnover_20D,20221130,4727,4727,9.21895493970806,10,1.0,1.0
LOO_without_Turnover_20D,20221230,4779,4779,9.211341284787613,10,1.0,1.0
LOO_without_Turnover_20D,20230131,4785,4785,9.220271682340648,10,1.0,1.0
LOO_without_Turnover_20D,20230228,4812,4813,9.215665904841055,10,0.0,1.0
LOO_without_Turnover_20D,20230331,4844,4846,9.221626083367726,10,0.0,1.0
LOO_without_Turnover_20D,20230428,4824,4824,9.219734660033167,10,1.0,1.0
LOO_without_Turnover_20D,20230531,4890,4890,9.166257668711657,10,1.0,1.0
LOO_without_Turnover_20D,20230630,4939,4939,9.182425592225147,10,1.0,1.0
LOO_without_Turnover_20D,20230731,4968,4968,9.22061191626409,10,1.0,1.0
LOO_without_Turnover_20D,20230831,5001,5001,9.230353929214157,10,1.0,1.0
LOO_without_Turnover_20D,20230928,5018,5018,9.239736946990833,10,1.0,1.0
LOO_without_Turnover_20D,20231031,5032,5032,9.258346581875994,10,1.0,1.0
LOO_without_Turnover_20D,20231130,5049,5049,9.26678550207962,10,1.0,1.0
LOO_without_Turnover_20D,20231229,5065,5065,9.269891411648569,10,1.0,1.0
LOO_without_Turnover_20D,20240131,5085,5085,9.270599803343167,10,1.0,1.0
LOO_without_Turnover_20D,20240229,5089,5089,9.274120652387502,10,1.0,1.0
LOO_without_Turnover_20D,20240329,5099,5099,9.286722886840558,10,1.0,1.0
LOO_without_Turnover_20D,20240430,5064,5064,9.303712480252765,10,1.0,1.0
LOO_without_Turnover_20D,20240531,5093,5093,9.272138228941685,10,1.0,1.0
LOO_without_Turnover_20D,20240628,5101,5101,9.314056067437757,10,1.0,1.0
LOO_without_Turnover_20D,20240731,5100,5100,9.381764705882352,10,1.0,1.0
LOO_without_Turnover_20D,20240830,5108,5108,9.38703993735317,10,1.0,1.0
LOO_without_Turnover_20D,20240930,5110,5110,9.393346379647749,10,1.0,1.0
LOO_without_Turnover_20D,20241031,5115,5116,9.38721657544957,10,0.0,1.0
LOO_without_Turnover_20D,20241129,5128,5132,9.388542478565862,10,0.0,1.0
LOO_without_Turnover_20D,20241231,5133,5140,9.38988326848249,10,0.0,1.0
LOO_without_Turnover_20D,20250127,5150,5157,9.389761489237928,10,0.0,1.0
LOO_without_Turnover_20D,20250228,5150,5155,9.393792434529583,10,0.0,1.0
LOO_without_Turnover_20D,20250331,5159,5161,9.395659755861267,10,0.0,1.0
LOO_without_Turnover_20D,20250430,5126,5127,9.39126194655744,10,0.0,1.0
LOO_without_Turnover_20D,20250530,5159,5159,9.33417328939717,10,1.0,1.0
LOO_without_Turnover_20D,20250630,5180,5181,9.31943640223895,10,0.0,1.0
