path,before_exists,after_exists,before_size,after_size,before_mtime_ns,after_mtime_ns,unchanged
database/data/bronze/cashflow_vip/cashflow_vip-a4e08d0aa592.parquet,True,True,14226,14226,1783448905915641300,1783448905915641300,True
database/data/bronze/cashflow_vip/cashflow_vip-a568988dcd1f.parquet,True,True,16149,16149,1783448564308444500,1783448564308444500,True
database/data/bronze/cashflow_vip/cashflow_vip-a56a6bc3fd3c.parquet,True,True,29751,29751,1783448856511234600,1783448856511234600,True
database/data/bronze/cashflow_vip/cashflow_vip-a56baedd33a5.parquet,True,True,72578,72578,1783448689538920300,1783448689538920300,True
database/data/bronze/cashflow_vip/cashflow_vip-a5a56cae8517.parquet,True,True,17904,17904,1783448653196562000,1783448653196562000,True
database/data/bronze/cashflow_vip/cashflow_vip-a5a5a03f3953.parquet,True,True,15823,15823,1783449168444974900,1783449168444974900,True
database/data/bronze/cashflow_vip/cashflow_vip-a5b1abee85f5.parquet,True,True,11035,11035,1783449099295468100,1783449099295468100,True
database/data/bronze/cashflow_vip/cashflow_vip-a5b8e968108c.parquet,True,True,23094,23094,1783449301739578300,1783449301739578300,True
database/data/bronze/cashflow_vip/cashflow_vip-a5e6cd62d4fe.parquet,True,True,15845,15845,1783449074224674400,1783449074224674400,True
database/data/bronze/cashflow_vip/cashflow_vip-a6164ecda565.parquet,True,True,15832,15832,1783449182951022000,1783449182951022000,True
database/data/bronze/cashflow_vip/cashflow_vip-a61ac3c1ea68.parquet,True,True,16089,16089,1783449338432943900,1783449338432943900,True
database/data/bronze/cashflow_vip/cashflow_vip-a621dca4ef84.parquet,True,True,16941,16941,1783448834631579100,1783448834631579100,True
database/data/bronze/cashflow_vip/cashflow_vip-a622f6a06dd4.parquet,True,True,14611,14611,1783448846236390500,1783448846236390500,True
database/data/bronze/cashflow_vip/cashflow_vip-a6261c81a1b8.parquet,True,True,21976,21976,1783449304752834600,1783449304752834600,True
database/data/bronze/cashflow_vip/cashflow_vip-a65c18577737.parquet,True,True,33451,33451,1783448549721832600,1783448549721832600,True
database/data/bronze/cashflow_vip/cashflow_vip-a677e4b3ea0a.parquet,True,True,23321,23321,1783448698862856200,1783448698862856200,True
database/data/bronze/cashflow_vip/cashflow_vip-a69dad3a467e.parquet,True,True,13842,13842,1783449233824676700,1783449233824676700,True
database/data/bronze/cashflow_vip/cashflow_vip-a69fab1dba75.parquet,True,True,16333,16333,1783448741804067300,1783448741804067300,True
database/data/bronze/cashflow_vip/cashflow_vip-a6d9868e7c88.parquet,True,True,20811,20811,1783448670146532800,1783448670146532800,True
database/data/bronze/cashflow_vip/cashflow_vip-a6e4e06a0f4a.parquet,True,True,15866,15866,1783448934579925200,1783448934579925200,True
database/data/bronze/cashflow_vip/cashflow_vip-a6e58678502e.parquet,True,True,16543,16543,1783448502126293700,1783448502126293700,True
database/data/bronze/cashflow_vip/cashflow_vip-a7146d658ddf.parquet,True,True,12434,12434,1783448730573166500,1783448730573166500,True
database/data/bronze/cashflow_vip/cashflow_vip-a7389d0b76b6.parquet,True,True,31632,31632,1783448614363732200,1783448614363732200,True
database/data/bronze/cashflow_vip/cashflow_vip-a747c70b32ad.parquet,True,True,14245,14245,1783449227675430800,1783449227675430800,True
database/data/bronze/cashflow_vip/cashflow_vip-a78f1c917e24.parquet,True,True,32624,32624,1783449132869408200,1783449132869408200,True
database/data/bronze/cashflow_vip/cashflow_vip-a7edf6c5e9ec.parquet,True,True,32880,32880,1783448787248685100,1783448787248685100,True
database/data/bronze/cashflow_vip/cashflow_vip-a7f183a0d51f.parquet,True,True,393004,393004,1783448869462912000,1783448869462912000,True
database/data/bronze/cashflow_vip/cashflow_vip-a83f848009f7.parquet,True,True,76689,76689,1783449209096305800,1783449209096305800,True
database/data/bronze/cashflow_vip/cashflow_vip-a85f459a2d88.parquet,True,True,48003,48003,1783448514079330100,1783448514079330100,True
database/data/bronze/cashflow_vip/cashflow_vip-a864550a71fe.parquet,True,True,18200,18200,1783449009510928200,1783449009510928200,True
database/data/bronze/cashflow_vip/cashflow_vip-a8c97de8736f.parquet,True,True,50932,50932,1783448794982737500,1783448794982737500,True
database/data/bronze/cashflow_vip/cashflow_vip-a93c0a599fda.parquet,True,True,23107,23107,1783448588677927800,1783448588677927800,True
database/data/bronze/cashflow_vip/cashflow_vip-a9613730c569.parquet,True,True,14751,14751,1783448916734917100,1783448916734917100,True
database/data/bronze/cashflow_vip/cashflow_vip-a9722220fe8c.parquet,True,True,22616,22616,1783448852292789500,1783448852292789500,True
database/data/bronze/cashflow_vip/cashflow_vip-aa15f237ff43.parquet,True,True,15905,15905,1783448817449998200,1783448817449998200,True
database/data/bronze/cashflow_vip/cashflow_vip-aa1e96362d2a.parquet,True,True,58879,58879,1783448860235477200,1783448860235477200,True
database/data/bronze/cashflow_vip/cashflow_vip-aa28362da753.parquet,True,True,28450,28450,1783448784453601800,1783448784453601800,True
database/data/bronze/cashflow_vip/cashflow_vip-aa3aa560e405.parquet,True,True,22250,22250,1783448436042991600,1783448436042991600,True
database/data/bronze/cashflow_vip/cashflow_vip-aa7776b055dc.parquet,True,True,24673,24673,1783448418683987500,1783448418683987500,True
database/data/bronze/cashflow_vip/cashflow_vip-aaec1965ef55.parquet,True,True,27588,27588,1783448618847444700,1783448618847444700,True
database/data/bronze/cashflow_vip/cashflow_vip-aaf7c4388263.parquet,True,True,18011,18011,1783449282998344400,1783449282998344400,True
database/data/bronze/cashflow_vip/cashflow_vip-ab45783dde5f.parquet,True,True,12354,12354,1783449027110216800,1783449027110216800,True
database/data/bronze/cashflow_vip/cashflow_vip-ab4c41735654.parquet,True,True,13660,13660,1783448729789650100,1783448729789650100,True
database/data/bronze/cashflow_vip/cashflow_vip-ab51817b3ae5.parquet,True,True,22052,22052,1783448776981395200,1783448776981395200,True
database/data/bronze/cashflow_vip/cashflow_vip-ab7ebb40dc13.parquet,True,True,634794,634794,1783449329259091000,1783449329259091000,True
database/data/bronze/cashflow_vip/cashflow_vip-abbd8e9b1d0d.parquet,True,True,16329,16329,1783448423368582700,1783448423368582700,True
database/data/bronze/cashflow_vip/cashflow_vip-abde64a139b7.parquet,True,True,17058,17058,1783448941159969400,1783448941159969400,True
database/data/bronze/cashflow_vip/cashflow_vip-ac34e4244a70.parquet,True,True,90069,90069,1783448456974405500,1783448456974405500,True
database/data/bronze/cashflow_vip/cashflow_vip-ac803dd78051.parquet,True,True,17290,17290,1783448826717477700,1783448826717477700,True
database/data/bronze/cashflow_vip/cashflow_vip-aca7669ac789.parquet,True,True,24763,24763,1783449303501725300,1783449303501725300,True
database/data/bronze/cashflow_vip/cashflow_vip-acc31b436c91.parquet,True,True,14387,14387,1783448940763962900,1783448940763962900,True
database/data/bronze/cashflow_vip/cashflow_vip-acf0bd414835.parquet,True,True,30583,30583,1783448620692731500,1783448620692731500,True
database/data/bronze/cashflow_vip/cashflow_vip-ad31e4282411.parquet,True,True,21316,21316,1783448594687773900,1783448594687773900,True
database/data/bronze/cashflow_vip/cashflow_vip-ad3318bac8e7.parquet,True,True,18966,18966,1783448827656742400,1783448827656742400,True
database/data/bronze/cashflow_vip/cashflow_vip-ad3b1c5075d7.parquet,True,True,19478,19478,1783448660152143800,1783448660152143800,True
database/data/bronze/cashflow_vip/cashflow_vip-ad6ba54c7af8.parquet,True,True,12941,12941,1783449192538371600,1783449192538371600,True
database/data/bronze/cashflow_vip/cashflow_vip-ad8b06d92e2a.parquet,True,True,18276,18276,1783448511252916400,1783448511252916400,True
database/data/bronze/cashflow_vip/cashflow_vip-ad9d5856858d.parquet,True,True,22183,22183,1783449132462952700,1783449132462952700,True
database/data/bronze/cashflow_vip/cashflow_vip-add5858b623a.parquet,True,True,90447,90447,1783448520578759300,1783448520578759300,True
database/data/bronze/cashflow_vip/cashflow_vip-adf2761162d4.parquet,True,True,34425,34425,1783448448498765600,1783448448498765600,True
database/data/bronze/cashflow_vip/cashflow_vip-ae2f4a0df017.parquet,True,True,23678,23678,1783448475916204400,1783448475916204400,True
database/data/bronze/cashflow_vip/cashflow_vip-ae4793623660.parquet,True,True,16840,16840,1783448577034049100,1783448577034049100,True
database/data/bronze/cashflow_vip/cashflow_vip-ae81e42fdf3a.parquet,True,True,26759,26759,1783449030865801100,1783449030865801100,True
database/data/bronze/cashflow_vip/cashflow_vip-ae846cafb83e.parquet,True,True,466010,466010,1783448465443719500,1783448465443719500,True
database/data/bronze/cashflow_vip/cashflow_vip-ae84d4803ac8.parquet,True,True,13364,13364,1783449187712927400,1783449187712927400,True
database/data/bronze/cashflow_vip/cashflow_vip-ae95201c856d.parquet,True,True,28100,28100,1783449305322895500,1783449305322895500,True
database/data/bronze/cashflow_vip/cashflow_vip-aead8e6225ce.parquet,True,True,17398,17398,1783449120419863400,1783449120419863400,True
database/data/bronze/cashflow_vip/cashflow_vip-aeaea7a3841f.parquet,True,True,25955,25955,1783448647866027800,1783448647866027800,True
database/data/bronze/cashflow_vip/cashflow_vip-aec9097e357e.parquet,True,True,25775,25775,1783448458924578000,1783448458924578000,True
database/data/bronze/cashflow_vip/cashflow_vip-aee4104f8137.parquet,True,True,72923,72923,1783448447041909800,1783448447041909800,True
database/data/bronze/cashflow_vip/cashflow_vip-afa15fe21cc6.parquet,True,True,39622,39622,1783449157485189200,1783449157485189200,True
database/data/bronze/cashflow_vip/cashflow_vip-afaf2d3b2bdc.parquet,True,True,16057,16057,1783448994129952700,1783448994129952700,True
database/data/bronze/cashflow_vip/cashflow_vip-afc46e02d87b.parquet,True,True,22534,22534,1783448498275328500,1783448498275328500,True
database/data/bronze/cashflow_vip/cashflow_vip-afe175eeb6f0.parquet,True,True,57541,57541,1783449138911269100,1783449138911269100,True
database/data/bronze/cashflow_vip/cashflow_vip-aff694d0cefd.parquet,True,True,21996,21996,1783448560997242900,1783448560997242900,True
database/data/bronze/cashflow_vip/cashflow_vip-b0088fb511c1.parquet,True,True,16576,16576,1783448483113639200,1783448483113639200,True
database/data/bronze/cashflow_vip/cashflow_vip-b02a14d63fb3.parquet,True,True,19823,19823,1783448783102771100,1783448783102771100,True
database/data/bronze/cashflow_vip/cashflow_vip-b0462c1dbd7c.parquet,True,True,458228,458228,1783448467986686500,1783448467986686500,True
database/data/bronze/cashflow_vip/cashflow_vip-b05ee226c4bf.parquet,True,True,167633,167633,1783448462070644400,1783448462070644400,True
database/data/bronze/cashflow_vip/cashflow_vip-b0a4d054440a.parquet,True,True,41591,41591,1783448688221391600,1783448688221391600,True
database/data/bronze/cashflow_vip/cashflow_vip-b0b1c6881db9.parquet,True,True,13133,13133,1783448936272037500,1783448936272037500,True
database/data/bronze/cashflow_vip/cashflow_vip-b0c0cbca72d9.parquet,True,True,18736,18736,1783448819737733200,1783448819737733200,True
database/data/bronze/cashflow_vip/cashflow_vip-b0e134839c3b.parquet,True,True,25079,25079,1783448720344747100,1783448720344747100,True
database/data/bronze/cashflow_vip/cashflow_vip-b10bfe2d2657.parquet,True,True,20344,20344,1783448830070446500,1783448830070446500,True
database/data/bronze/cashflow_vip/cashflow_vip-b1d3ed4e29c2.parquet,True,True,180827,180827,1783449150133748000,1783449150133748000,True
database/data/bronze/cashflow_vip/cashflow_vip-b1f8780d6924.parquet,True,True,24861,24861,1783448452966160200,1783448452966160200,True
database/data/bronze/cashflow_vip/cashflow_vip-b202a5a1bdd7.parquet,True,True,20040,20040,1783448778598564600,1783448778598564600,True
database/data/bronze/cashflow_vip/cashflow_vip-b267b1156d38.parquet,True,True,23786,23786,1783449199262193000,1783449199262193000,True
database/data/bronze/cashflow_vip/cashflow_vip-b2ad582c5259.parquet,True,True,22654,22654,1783449025001458200,1783449025001458200,True
database/data/bronze/cashflow_vip/cashflow_vip-b2cddf004420.parquet,True,True,20356,20356,1783448770397931400,1783448770397931400,True
database/data/bronze/cashflow_vip/cashflow_vip-b31635be18e9.parquet,True,True,13279,13279,1783448995797143600,1783448995797143600,True
database/data/bronze/cashflow_vip/cashflow_vip-b33ff71c0daf.parquet,True,True,19586,19586,1783448421152762000,1783448421152762000,True
database/data/bronze/cashflow_vip/cashflow_vip-b3469cdbfb47.parquet,True,True,13767,13767,1783449121247557500,1783449121247557500,True
database/data/bronze/cashflow_vip/cashflow_vip-b34a696ea92b.parquet,True,True,209570,209570,1783449313824731300,1783449313824731300,True
database/data/bronze/cashflow_vip/cashflow_vip-b38ed6aa9825.parquet,True,True,22431,22431,1783448566909515400,1783448566909515400,True
database/data/bronze/cashflow_vip/cashflow_vip-b3e2ebad284a.parquet,True,True,87037,87037,1783449069574919800,1783449069574919800,True
database/data/bronze/cashflow_vip/cashflow_vip-b416e5e80412.parquet,True,True,135019,135019,1783449241977487900,1783449241977487900,True
database/data/bronze/cashflow_vip/cashflow_vip-b424e0a979e7.parquet,True,True,17282,17282,1783449001283889400,1783449001283889400,True
database/data/bronze/cashflow_vip/cashflow_vip-b44bee7cade4.parquet,True,True,44522,44522,1783449031356111400,1783449031356111400,True
database/data/bronze/cashflow_vip/cashflow_vip-b49fb7b15f68.parquet,True,True,15012,15012,1783448670631000400,1783448670631000400,True
database/data/bronze/cashflow_vip/cashflow_vip-b4b8c3bef8a1.parquet,True,True,174403,174403,1783449036617297100,1783449036617297100,True
database/data/bronze/cashflow_vip/cashflow_vip-b4f0d6a0dd69.parquet,True,True,18641,18641,1783448411640103100,1783448411640103100,True
database/data/bronze/cashflow_vip/cashflow_vip-b500b766bc65.parquet,True,True,18286,18286,1783448599140557300,1783448599140557300,True
database/data/bronze/cashflow_vip/cashflow_vip-b54fe3ce0008.parquet,True,True,37097,37097,1783449203262097100,1783449203262097100,True
database/data/bronze/cashflow_vip/cashflow_vip-b555020d5df7.parquet,True,True,208091,208091,1783449150901318000,1783449150901318000,True
database/data/bronze/cashflow_vip/cashflow_vip-b568be63ead4.parquet,True,True,13037,13037,1783448951353001400,1783448951353001400,True
database/data/bronze/cashflow_vip/cashflow_vip-b58788787510.parquet,True,True,17335,17335,1783448674599688100,1783448674599688100,True
database/data/bronze/cashflow_vip/cashflow_vip-b5ec258c72c5.parquet,True,True,20173,20173,1783448898477561400,1783448898477561400,True
database/data/bronze/cashflow_vip/cashflow_vip-b5f7183b2be0.parquet,True,True,29667,29667,1783448956695312400,1783448956695312400,True
database/data/bronze/cashflow_vip/cashflow_vip-b60f9c431bf3.parquet,True,True,253888,253888,1783448553923665800,1783448553923665800,True
database/data/bronze/cashflow_vip/cashflow_vip-b65dc91c7c75.parquet,True,True,20886,20886,1783448700527148700,1783448700527148700,True
database/data/bronze/cashflow_vip/cashflow_vip-b660d14496c3.parquet,True,True,13441,13441,1783448642297338800,1783448642297338800,True
database/data/bronze/cashflow_vip/cashflow_vip-b67e6334d536.parquet,True,True,15250,15250,1783448871906404800,1783448871906404800,True
database/data/bronze/cashflow_vip/cashflow_vip-b6f442778ecb.parquet,True,True,17742,17742,1783449086602293800,1783449086602293800,True
database/data/bronze/cashflow_vip/cashflow_vip-b71e29306aa0.parquet,True,True,13733,13733,1783449189398662600,1783449189398662600,True
database/data/bronze/cashflow_vip/cashflow_vip-b727fd509377.parquet,True,True,11069,11069,1783448993228555200,1783448993228555200,True
database/data/bronze/cashflow_vip/cashflow_vip-b780f30b9418.parquet,True,True,259979,259979,1783449041632921500,1783449041632921500,True
database/data/bronze/cashflow_vip/cashflow_vip-b7bb4cc0d299.parquet,True,True,46565,46565,1783449314328700100,1783449314328700100,True
database/data/bronze/cashflow_vip/cashflow_vip-b8117aef5ce7.parquet,True,True,30740,30740,1783448509606171200,1783448509606171200,True
database/data/bronze/cashflow_vip/cashflow_vip-b84225610978.parquet,True,True,14366,14366,1783449060425615800,1783449060425615800,True
database/data/bronze/cashflow_vip/cashflow_vip-b86f54915f06.parquet,True,True,25907,25907,1783448421989329700,1783448421989329700,True
database/data/bronze/cashflow_vip/cashflow_vip-b8ca1513e973.parquet,True,True,103797,103797,1783448801502782500,1783448801502782500,True
database/data/bronze/cashflow_vip/cashflow_vip-b9c056158b96.parquet,True,True,17639,17639,1783449162262814000,1783449162262814000,True
database/data/bronze/cashflow_vip/cashflow_vip-b9c75a1be1e4.parquet,True,True,293661,293661,1783448555548320900,1783448555548320900,True
database/data/bronze/cashflow_vip/cashflow_vip-b9d639f7744b.parquet,True,True,36197,36197,1783448445562813100,1783448445562813100,True
database/data/bronze/cashflow_vip/cashflow_vip-b9d75b825305.parquet,True,True,23327,23327,1783448473594608700,1783448473594608700,True
database/data/bronze/cashflow_vip/cashflow_vip-b9e66f131f7e.parquet,True,True,394905,394905,1783448868656300600,1783448868656300600,True
database/data/bronze/cashflow_vip/cashflow_vip-ba1291d99d41.parquet,True,True,19753,19753,1783448820983047000,1783448820983047000,True
database/data/bronze/cashflow_vip/cashflow_vip-ba442abbd9f2.parquet,True,True,53491,53491,1783448961683873300,1783448961683873300,True
database/data/bronze/cashflow_vip/cashflow_vip-ba839fd5c090.parquet,True,True,18630,18630,1783448887646688100,1783448887646688100,True
database/data/bronze/cashflow_vip/cashflow_vip-ba99799cf449.parquet,True,True,17553,17553,1783448489150465100,1783448489150465100,True
database/data/bronze/cashflow_vip/cashflow_vip-bafe4a041f14.parquet,True,True,380448,380448,1783449040968631400,1783449040968631400,True
database/data/bronze/cashflow_vip/cashflow_vip-bb1e8754edb3.parquet,True,True,26128,26128,1783448488787642200,1783448488787642200,True
database/data/bronze/cashflow_vip/cashflow_vip-bb31131c9768.parquet,True,True,15655,15655,1783448728961370000,1783448728961370000,True
database/data/bronze/cashflow_vip/cashflow_vip-bb3e9125fe7d.parquet,True,True,16824,16824,1783448913914791900,1783448913914791900,True
database/data/bronze/cashflow_vip/cashflow_vip-bb42984fa0da.parquet,True,True,18649,18649,1783448952150843200,1783448952150843200,True
database/data/bronze/cashflow_vip/cashflow_vip-bb63f40a0de7.parquet,True,True,11026,11026,1783449092691245900,1783449092691245900,True
database/data/bronze/cashflow_vip/cashflow_vip-bbaa3a910684.parquet,True,True,12125,12125,1783449085225366000,1783449085225366000,True
database/data/bronze/cashflow_vip/cashflow_vip-bbb1ea5adc21.parquet,True,True,424665,424665,1783448725626227500,1783448725626227500,True
database/data/bronze/cashflow_vip/cashflow_vip-bbb5b64e302a.parquet,True,True,12317,12317,1783448769544184400,1783448769544184400,True
database/data/bronze/cashflow_vip/cashflow_vip-bbcf99790bdd.parquet,True,True,792969,792969,1783448810324576700,1783448810324576700,True
database/data/bronze/cashflow_vip/cashflow_vip-bbe1699ea850.parquet,True,True,19925,19925,1783448414201542800,1783448414201542800,True
database/data/bronze/cashflow_vip/cashflow_vip-bc09b67962ee.parquet,True,True,47077,47077,1783448891457692500,1783448891457692500,True
database/data/bronze/cashflow_vip/cashflow_vip-bc1ddcd9534a.parquet,True,True,13839,13839,1783448993718005700,1783448993718005700,True
database/data/bronze/cashflow_vip/cashflow_vip-bc2a3688e7d2.parquet,True,True,20163,20163,1783448736615953200,1783448736615953200,True
database/data/bronze/cashflow_vip/cashflow_vip-bc3224ec2064.parquet,True,True,13261,13261,1783449102752052100,1783449102752052100,True
database/data/bronze/cashflow_vip/cashflow_vip-bc3a39e339fa.parquet,True,True,18074,18074,1783448913077830400,1783448913077830400,True
database/data/bronze/cashflow_vip/cashflow_vip-bc5d073dda51.parquet,True,True,25811,25811,1783448574420190900,1783448574420190900,True
database/data/bronze/cashflow_vip/cashflow_vip-bc6e05fcc63d.parquet,True,True,313961,313961,1783449216331328200,1783449216331328200,True
database/data/bronze/cashflow_vip/cashflow_vip-bc97e9258849.parquet,True,True,13904,13904,1783449098483804700,1783449098483804700,True
database/data/bronze/cashflow_vip/cashflow_vip-bca3d2459953.parquet,True,True,16407,16407,1783448431391477700,1783448431391477700,True
database/data/bronze/cashflow_vip/cashflow_vip-bcaf3a3da76a.parquet,True,True,22334,22334,1783448499503076000,1783448499503076000,True
database/data/bronze/cashflow_vip/cashflow_vip-bccd15add451.parquet,True,True,20048,20048,1783448823313919800,1783448823313919800,True
database/data/bronze/cashflow_vip/cashflow_vip-bd1af2ec3bed.parquet,True,True,15909,15909,1783448737966240700,1783448737966240700,True
database/data/bronze/cashflow_vip/cashflow_vip-bd515605cfc8.parquet,True,True,16521,16521,1783448844505033800,1783448844505033800,True
database/data/bronze/cashflow_vip/cashflow_vip-bd5c8a9d497a.parquet,True,True,309283,309283,1783448977691241400,1783448977691241400,True
database/data/bronze/cashflow_vip/cashflow_vip-bdd069f4516b.parquet,True,True,20631,20631,1783448602512952300,1783448602512952300,True
database/data/bronze/cashflow_vip/cashflow_vip-be1d33a27ca6.parquet,True,True,20253,20253,1783448645238251700,1783448645238251700,True
database/data/bronze/cashflow_vip/cashflow_vip-be3cfc9c94b0.parquet,True,True,30504,30504,1783448628874617400,1783448628874617400,True
database/data/bronze/cashflow_vip/cashflow_vip-be6f83563d5b.parquet,True,True,26262,26262,1783448684019362200,1783448684019362200,True
database/data/bronze/cashflow_vip/cashflow_vip-bea8670abac7.parquet,True,True,16457,16457,1783448914941492100,1783448914941492100,True
database/data/bronze/cashflow_vip/cashflow_vip-beb4f8e4acba.parquet,True,True,14593,14593,1783448886169601400,1783448886169601400,True
database/data/bronze/cashflow_vip/cashflow_vip-befbefc4fb86.parquet,True,True,28540,28540,1783448607230135800,1783448607230135800,True
database/data/bronze/cashflow_vip/cashflow_vip-bf0e11da3fca.parquet,True,True,15955,15955,1783448919293920700,1783448919293920700,True
database/data/bronze/cashflow_vip/cashflow_vip-bf99e8d117b8.parquet,True,True,28818,28818,1783449307140200500,1783449307140200500,True
database/data/bronze/cashflow_vip/cashflow_vip-bfc64a0af893.parquet,True,True,21892,21892,1783448710540457000,1783448710540457000,True
database/data/bronze/cashflow_vip/cashflow_vip-bfe23b936275.parquet,True,True,16750,16750,1783449007919551800,1783449007919551800,True
database/data/bronze/cashflow_vip/cashflow_vip-c026a9acebd3.parquet,True,True,19673,19673,1783449261726580900,1783449261726580900,True
database/data/bronze/cashflow_vip/cashflow_vip-c0554658ef42.parquet,True,True,18132,18132,1783449087446652700,1783449087446652700,True
database/data/bronze/cashflow_vip/cashflow_vip-c05b29652fe9.parquet,True,True,26729,26729,1783448436865456500,1783448436865456500,True
database/data/bronze/cashflow_vip/cashflow_vip-c062be23b579.parquet,True,True,548964,548964,1783449156979450700,1783449156979450700,True
database/data/bronze/cashflow_vip/cashflow_vip-c093b344e7fc.parquet,True,True,25473,25473,1783448572173609700,1783448572173609700,True
database/data/bronze/cashflow_vip/cashflow_vip-c0e1bf065450.parquet,True,True,12650,12650,1783449253663546400,1783449253663546400,True
database/data/bronze/cashflow_vip/cashflow_vip-c0eb79e55723.parquet,True,True,17771,17771,1783448773803045700,1783448773803045700,True
database/data/bronze/cashflow_vip/cashflow_vip-c0f1a09560e7.parquet,True,True,13820,13820,1783448655942246600,1783448655942246600,True
database/data/bronze/cashflow_vip/cashflow_vip-c161d179189b.parquet,True,True,16844,16844,1783448584782702800,1783448584782702800,True
database/data/bronze/cashflow_vip/cashflow_vip-c18a0a92cf8e.parquet,True,True,25939,25939,1783448743878137800,1783448743878137800,True
database/data/bronze/cashflow_vip/cashflow_vip-c204637f6f6c.parquet,True,True,195208,195208,1783448805488373500,1783448805488373500,True
database/data/bronze/cashflow_vip/cashflow_vip-c20ab916ee4e.parquet,True,True,15950,15950,1783448772611817500,1783448772611817500,True
database/data/bronze/cashflow_vip/cashflow_vip-c22b71a277d4.parquet,True,True,12749,12749,1783448749824419500,1783448749824419500,True
database/data/bronze/cashflow_vip/cashflow_vip-c25e51cdc8f4.parquet,True,True,14264,14264,1783449271687597200,1783449271687597200,True
database/data/bronze/cashflow_vip/cashflow_vip-c26607902406.parquet,True,True,18366,18366,1783449047212109700,1783449047212109700,True
database/data/bronze/cashflow_vip/cashflow_vip-c2a5e8559699.parquet,True,True,26430,26430,1783448514523584300,1783448514523584300,True
database/data/bronze/cashflow_vip/cashflow_vip-c2aa2b7d40dd.parquet,True,True,23128,23128,1783448562226682000,1783448562226682000,True
database/data/bronze/cashflow_vip/cashflow_vip-c316c6208fed.parquet,True,True,24454,24454,1783448701855437300,1783448701855437300,True
database/data/bronze/cashflow_vip/cashflow_vip-c3622e066599.parquet,True,True,17461,17461,1783449341936666000,1783449341936666000,True
database/data/bronze/cashflow_vip/cashflow_vip-c37174d5efa0.parquet,True,True,29862,29862,1783448890155360300,1783448890155360300,True
database/data/bronze/cashflow_vip/cashflow_vip-c3acd0ee0008.parquet,True,True,20992,20992,1783448606415753300,1783448606415753300,True
database/data/bronze/cashflow_vip/cashflow_vip-c3d8988be863.parquet,True,True,15883,15883,1783449162662748700,1783449162662748700,True
database/data/bronze/cashflow_vip/cashflow_vip-c412555a3fc1.parquet,True,True,15951,15951,1783448649089287600,1783448649089287600,True
database/data/bronze/cashflow_vip/cashflow_vip-c4144f9b70a5.parquet,True,True,17153,17153,1783449304353664200,1783449304353664200,True
database/data/bronze/cashflow_vip/cashflow_vip-c42b685c8b53.parquet,True,True,12221,12221,1783449060831927700,1783449060831927700,True
database/data/bronze/cashflow_vip/cashflow_vip-c43a2f438ce5.parquet,True,True,25588,25588,1783448486258937700,1783448486258937700,True
database/data/bronze/cashflow_vip/cashflow_vip-c4429c4ec0f5.parquet,True,True,18121,18121,1783448760300746700,1783448760300746700,True
database/data/bronze/cashflow_vip/cashflow_vip-c46cdce75aa8.parquet,True,True,23567,23567,1783448728054684000,1783448728054684000,True
database/data/bronze/cashflow_vip/cashflow_vip-c480b053b546.parquet,True,True,16956,16956,1783449123044349200,1783449123044349200,True
database/data/bronze/cashflow_vip/cashflow_vip-c4df136cddfa.parquet,True,True,18462,18462,1783449123439105300,1783449123439105300,True
database/data/bronze/cashflow_vip/cashflow_vip-c5494325900b.parquet,True,True,71255,71255,1783449032565399100,1783449032565399100,True
database/data/bronze/cashflow_vip/cashflow_vip-c55c3b6101d9.parquet,True,True,22952,22952,1783448719893197000,1783448719893197000,True
database/data/bronze/cashflow_vip/cashflow_vip-c57a05c26e3c.parquet,True,True,16880,16880,1783449248947475500,1783449248947475500,True
database/data/bronze/cashflow_vip/cashflow_vip-c57d374cc913.parquet,True,True,19589,19589,1783448494120482200,1783448494120482200,True
database/data/bronze/cashflow_vip/cashflow_vip-c58a578dbb8c.parquet,True,True,377109,377109,1783448897812844100,1783448897812844100,True
database/data/bronze/cashflow_vip/cashflow_vip-c5aa61b12a38.parquet,True,True,13701,13701,1783449186352034900,1783449186352034900,True
database/data/bronze/cashflow_vip/cashflow_vip-c5eb392e5255.parquet,True,True,18890,18890,1783448565185134200,1783448565185134200,True
database/data/bronze/cashflow_vip/cashflow_vip-c634d722cb6e.parquet,True,True,19024,19024,1783449178111330800,1783449178111330800,True
database/data/bronze/cashflow_vip/cashflow_vip-c64fe52aca41.parquet,True,True,16185,16185,1783448433065404800,1783448433065404800,True
database/data/bronze/cashflow_vip/cashflow_vip-c67e96d5dc90.parquet,True,True,16528,16528,1783448907951225700,1783448907951225700,True
database/data/bronze/cashflow_vip/cashflow_vip-c683e8df7b6a.parquet,True,True,14889,14889,1783448875290984200,1783448875290984200,True
database/data/bronze/cashflow_vip/cashflow_vip-c6fd73a2c25f.parquet,True,True,17897,17897,1783448501331484600,1783448501331484600,True
database/data/bronze/cashflow_vip/cashflow_vip-c72aa8436dc9.parquet,True,True,130486,130486,1783448522932660100,1783448522932660100,True
database/data/bronze/cashflow_vip/cashflow_vip-c73bd7730a21.parquet,True,True,21710,21710,1783449129265575800,1783449129265575800,True
database/data/bronze/cashflow_vip/cashflow_vip-c74e2daa3053.parquet,True,True,13277,13277,1783448903627376500,1783448903627376500,True
database/data/bronze/cashflow_vip/cashflow_vip-c75fce6c0fe3.parquet,True,True,28799,28799,1783449133269542100,1783449133269542100,True
