path,before_exists,after_exists,before_size,after_size,before_mtime_ns,after_mtime_ns,unchanged
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f4c9ace20646.parquet,True,True,20795,20795,1783450116821446600,1783450116821446600,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f4fc61596495.parquet,True,True,82410,82410,1783449506434732100,1783449506434732100,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f571f39a5c8f.parquet,True,True,20040,20040,1783449832851027400,1783449832851027400,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f5ad95c4c109.parquet,True,True,31838,31838,1783449756315472400,1783449756315472400,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f5c15b605f0c.parquet,True,True,26400,26400,1783450127608684300,1783450127608684300,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f62bf667e1b6.parquet,True,True,35224,35224,1783449469873826300,1783449469873826300,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f64aa15713a4.parquet,True,True,18334,18334,1783450142372962000,1783450142372962000,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f6513e948c95.parquet,True,True,38175,38175,1783449815357600200,1783449815357600200,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f65b93a29faa.parquet,True,True,25248,25248,1783450261331982300,1783450261331982300,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f6bf370e6752.parquet,True,True,22557,22557,1783450349772441700,1783450349772441700,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f6d9db53951a.parquet,True,True,19788,19788,1783449680889107100,1783449680889107100,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f704a3966faf.parquet,True,True,19440,19440,1783450303054949400,1783450303054949400,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f70db30d003b.parquet,True,True,22173,22173,1783449747675457800,1783449747675457800,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f730a9bef361.parquet,True,True,15488,15488,1783449540420697100,1783449540420697100,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f7c625854161.parquet,True,True,23976,23976,1783450202514864000,1783450202514864000,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f7d0edfb6d35.parquet,True,True,21237,21237,1783449626097156000,1783449626097156000,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f7e1e3a6d3f5.parquet,True,True,26820,26820,1783450311055007800,1783450311055007800,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f8f33f2559f1.parquet,True,True,15296,15296,1783449380700134700,1783449380700134700,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f8fa9890668e.parquet,True,True,18427,18427,1783449514402133800,1783449514402133800,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f9660cdb1a7d.parquet,True,True,29071,29071,1783450280533883100,1783450280533883100,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f98ea0c69da9.parquet,True,True,38322,38322,1783449653322639200,1783449653322639200,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f9abde9c377b.parquet,True,True,68153,68153,1783449967997240500,1783449967997240500,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-f9e9ef2fdd64.parquet,True,True,21575,21575,1783450192943815700,1783450192943815700,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fa700e76d1a8.parquet,True,True,24993,24993,1783449802376281200,1783449802376281200,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fa70ac1ef8e0.parquet,True,True,41809,41809,1783449524726164000,1783449524726164000,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fa8796a80463.parquet,True,True,27994,27994,1783449490263556400,1783449490263556400,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fa95958ad2ea.parquet,True,True,29282,29282,1783449751839387300,1783449751839387300,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fb61ca153108.parquet,True,True,26341,26341,1783450008551441300,1783450008551441300,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fb6cfbf1bd15.parquet,True,True,30630,30630,1783449625618439800,1783449625618439800,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fb98d54dd21f.parquet,True,True,28089,28089,1783450333400609200,1783450333400609200,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fb9b4a9fdfc1.parquet,True,True,107725,107725,1783450145224280100,1783450145224280100,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fb9f9b25bc14.parquet,True,True,32209,32209,1783449531534146100,1783449531534146100,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fbad83e545bc.parquet,True,True,176507,176507,1783450137450936700,1783450137450936700,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fbcaae2b3ffe.parquet,True,True,34042,34042,1783449754896233900,1783449754896233900,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fc438311ce9b.parquet,True,True,15728,15728,1783450019827140700,1783450019827140700,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fc67a8655328.parquet,True,True,16012,16012,1783449920828889200,1783449920828889200,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fc9c5f5da573.parquet,True,True,23600,23600,1783450225482917400,1783450225482917400,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fcf07edab1a9.parquet,True,True,493521,493521,1783449788617042900,1783449788617042900,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fcfe9bdd0320.parquet,True,True,28438,28438,1783449368255654800,1783449368255654800,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fd7e3028bbba.parquet,True,True,1148448,1148448,1783449670093994500,1783449670093994500,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fd839e8f1d64.parquet,True,True,23211,23211,1783450073400465700,1783450073400465700,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fdafcaba80ec.parquet,True,True,34907,34907,1783449894777462900,1783449894777462900,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fdd621553724.parquet,True,True,14768,14768,1783450240997451500,1783450240997451500,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fdf245666e5c.parquet,True,True,24886,24886,1783449564947822700,1783449564947822700,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fdf51fdb939a.parquet,True,True,49836,49836,1783449593326315400,1783449593326315400,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fe4f361a7137.parquet,True,True,47939,47939,1783449531943938400,1783449531943938400,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fe6503f14f1d.parquet,True,True,17738,17738,1783450188300057600,1783450188300057600,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fea3d5f397d9.parquet,True,True,22169,22169,1783450363951639500,1783450363951639500,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fecd5744a50f.parquet,True,True,237131,237131,1783449412319941800,1783449412319941800,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fed5972d7bbf.parquet,True,True,826700,826700,1783450067712715800,1783450067712715800,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fedbff1e9372.parquet,True,True,17173,17173,1783449934399360500,1783449934399360500,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-fee425fd8fcd.parquet,True,True,80217,80217,1783449397551840300,1783449397551840300,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-ff111007935f.parquet,True,True,19906,19906,1783450098975613900,1783450098975613900,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-ff32d944e9ca.parquet,True,True,19491,19491,1783449917081990100,1783449917081990100,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-ff9cbfb8745f.parquet,True,True,31853,31853,1783449567588904200,1783449567588904200,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-ffb606a21873.parquet,True,True,393768,393768,1783449404390878100,1783449404390878100,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-ffb8612d6a99.parquet,True,True,20297,20297,1783450279181982600,1783450279181982600,True
database/data/bronze/fina_indicator_vip/fina_indicator_vip-ffde75100a1a.parquet,True,True,120197,120197,1783449965963635200,1783449965963635200,True
database/data/bronze/income_vip/income_vip-0029692f2371.parquet,True,True,19405,19405,1783446702850439700,1783446702850439700,True
database/data/bronze/income_vip/income_vip-007666fa1582.parquet,True,True,12351,12351,1783446622526297800,1783446622526297800,True
database/data/bronze/income_vip/income_vip-009c68798b26.parquet,True,True,31432,31432,1783447438605120900,1783447438605120900,True
database/data/bronze/income_vip/income_vip-00a96ef8413d.parquet,True,True,14303,14303,1783446991239702700,1783446991239702700,True
database/data/bronze/income_vip/income_vip-0101a629736f.parquet,True,True,14049,14049,1783446791951398500,1783446791951398500,True
database/data/bronze/income_vip/income_vip-0131ec6a1c61.parquet,True,True,14038,14038,1783447420029978400,1783447420029978400,True
database/data/bronze/income_vip/income_vip-01bec69e64b8.parquet,True,True,14039,14039,1783446767665324500,1783446767665324500,True
database/data/bronze/income_vip/income_vip-01ebed7eb35b.parquet,True,True,27257,27257,1783447282005587400,1783447282005587400,True
database/data/bronze/income_vip/income_vip-01fba5d1511e.parquet,True,True,12819,12819,1783447414620430100,1783447414620430100,True
database/data/bronze/income_vip/income_vip-02790245e43b.parquet,True,True,15736,15736,1783447431190592400,1783447431190592400,True
database/data/bronze/income_vip/income_vip-02b814b03347.parquet,True,True,12973,12973,1783446677016812100,1783446677016812100,True
database/data/bronze/income_vip/income_vip-02e8d260eccc.parquet,True,True,19894,19894,1783447117172769900,1783447117172769900,True
database/data/bronze/income_vip/income_vip-02f240e534ec.parquet,True,True,28358,28358,1783446963708245700,1783446963708245700,True
database/data/bronze/income_vip/income_vip-033fcae9aecc.parquet,True,True,11787,11787,1783447412310945600,1783447412310945600,True
database/data/bronze/income_vip/income_vip-0360f4d66213.parquet,True,True,13509,13509,1783447273803670500,1783447273803670500,True
database/data/bronze/income_vip/income_vip-036568de59f7.parquet,True,True,272224,272224,1783446978793576300,1783446978793576300,True
database/data/bronze/income_vip/income_vip-03a4b3ec8148.parquet,True,True,335408,335408,1783447219992868700,1783447219992868700,True
database/data/bronze/income_vip/income_vip-046b222f4a37.parquet,True,True,14649,14649,1783447024021805900,1783447024021805900,True
database/data/bronze/income_vip/income_vip-046ef75355ea.parquet,True,True,18114,18114,1783446640699991800,1783446640699991800,True
database/data/bronze/income_vip/income_vip-04a3878ce03a.parquet,True,True,13141,13141,1783447430801414900,1783447430801414900,True
database/data/bronze/income_vip/income_vip-04cb6b909c50.parquet,True,True,10180,10180,1783446880915287900,1783446880915287900,True
database/data/bronze/income_vip/income_vip-04e85792ccec.parquet,True,True,16342,16342,1783446861576030600,1783446861576030600,True
database/data/bronze/income_vip/income_vip-04f91868a427.parquet,True,True,11906,11906,1783447107281230800,1783447107281230800,True
database/data/bronze/income_vip/income_vip-052514fed527.parquet,True,True,62003,62003,1783447186545990900,1783447186545990900,True
database/data/bronze/income_vip/income_vip-052850e3da0f.parquet,True,True,17059,17059,1783446754692867800,1783446754692867800,True
database/data/bronze/income_vip/income_vip-053286b69f0c.parquet,True,True,41025,41025,1783447445596243000,1783447445596243000,True
database/data/bronze/income_vip/income_vip-0568bd8d57db.parquet,True,True,15375,15375,1783447185722065700,1783447185722065700,True
database/data/bronze/income_vip/income_vip-05784dda8d86.parquet,True,True,14148,14148,1783446968856528900,1783446968856528900,True
database/data/bronze/income_vip/income_vip-05bc847d228c.parquet,True,True,9988,9988,1783447151689806400,1783447151689806400,True
database/data/bronze/income_vip/income_vip-05f8f1c9e7e6.parquet,True,True,10757,10757,1783447277888238700,1783447277888238700,True
database/data/bronze/income_vip/income_vip-061947cd3a57.parquet,True,True,14159,14159,1783447388842659900,1783447388842659900,True
database/data/bronze/income_vip/income_vip-061a2d25cd44.parquet,True,True,13169,13169,1783446694357261900,1783446694357261900,True
database/data/bronze/income_vip/income_vip-062ad83d061b.parquet,True,True,12775,12775,1783447344061452400,1783447344061452400,True
database/data/bronze/income_vip/income_vip-06a7ecc8eed4.parquet,True,True,58101,58101,1783446712196658600,1783446712196658600,True
database/data/bronze/income_vip/income_vip-0710e463e4d0.parquet,True,True,10276,10276,1783447097236972700,1783447097236972700,True
database/data/bronze/income_vip/income_vip-075976a93601.parquet,True,True,14716,14716,1783447001786446800,1783447001786446800,True
database/data/bronze/income_vip/income_vip-07d0a261bb3f.parquet,True,True,11767,11767,1783447461509053700,1783447461509053700,True
database/data/bronze/income_vip/income_vip-0823225b8f78.parquet,True,True,12463,12463,1783447248496531500,1783447248496531500,True
database/data/bronze/income_vip/income_vip-083d9d81efe0.parquet,True,True,19713,19713,1783446899077256400,1783446899077256400,True
database/data/bronze/income_vip/income_vip-084f3b57d43a.parquet,True,True,15055,15055,1783447433837295900,1783447433837295900,True
database/data/bronze/income_vip/income_vip-085a6cb5dab8.parquet,True,True,12741,12741,1783447214895796200,1783447214895796200,True
database/data/bronze/income_vip/income_vip-086648407ec2.parquet,True,True,16734,16734,1783446777878276000,1783446777878276000,True
database/data/bronze/income_vip/income_vip-0892870447bf.parquet,True,True,14050,14050,1783447338560613400,1783447338560613400,True
database/data/bronze/income_vip/income_vip-08f7c305d0dd.parquet,True,True,34370,34370,1783446647096715400,1783446647096715400,True
database/data/bronze/income_vip/income_vip-09155d10d4d5.parquet,True,True,14412,14412,1783447276765204100,1783447276765204100,True
database/data/bronze/income_vip/income_vip-095c149b0a74.parquet,True,True,15145,15145,1783446922068211700,1783446922068211700,True
database/data/bronze/income_vip/income_vip-095e06827061.parquet,True,True,10228,10228,1783447268065799400,1783447268065799400,True
database/data/bronze/income_vip/income_vip-098949f4fdd3.parquet,True,True,15305,15305,1783447326688693200,1783447326688693200,True
database/data/bronze/income_vip/income_vip-098f017c6ae3.parquet,True,True,15119,15119,1783446864242729400,1783446864242729400,True
database/data/bronze/income_vip/income_vip-09b7195a4481.parquet,True,True,16426,16426,1783446651363954200,1783446651363954200,True
database/data/bronze/income_vip/income_vip-09eaa2b8e489.parquet,True,True,10276,10276,1783447044586443400,1783447044586443400,True
database/data/bronze/income_vip/income_vip-0a321919c97c.parquet,True,True,10132,10132,1783446786728241600,1783446786728241600,True
database/data/bronze/income_vip/income_vip-0a5ff3439ca2.parquet,True,True,12284,12284,1783447415021168000,1783447415021168000,True
database/data/bronze/income_vip/income_vip-0a75490154d7.parquet,True,True,23509,23509,1783446644831957700,1783446644831957700,True
database/data/bronze/income_vip/income_vip-0a77a7ad560c.parquet,True,True,22530,22530,1783446803371940700,1783446803371940700,True
database/data/bronze/income_vip/income_vip-0a940fa6d27a.parquet,True,True,12158,12158,1783447170088509500,1783447170088509500,True
database/data/bronze/income_vip/income_vip-0a94cb274273.parquet,True,True,20580,20580,1783447442698303100,1783447442698303100,True
database/data/bronze/income_vip/income_vip-0b0394f219f2.parquet,True,True,12409,12409,1783446927410187700,1783446927410187700,True
database/data/bronze/income_vip/income_vip-0b5daa879780.parquet,True,True,11282,11282,1783447182735174800,1783447182735174800,True
database/data/bronze/income_vip/income_vip-0b92cbac881f.parquet,True,True,11946,11946,1783447316021958900,1783447316021958900,True
database/data/bronze/income_vip/income_vip-0b9997998309.parquet,True,True,66040,66040,1783447035075861000,1783447035075861000,True
database/data/bronze/income_vip/income_vip-0baeb0770ef8.parquet,True,True,10955,10955,1783447004695641900,1783447004695641900,True
database/data/bronze/income_vip/income_vip-0c13990016fa.parquet,True,True,12388,12388,1783447250488652000,1783447250488652000,True
database/data/bronze/income_vip/income_vip-0c490a620c90.parquet,True,True,15434,15434,1783446909748395800,1783446909748395800,True
database/data/bronze/income_vip/income_vip-0c6b4796d58d.parquet,True,True,122324,122324,1783446905892769700,1783446905892769700,True
database/data/bronze/income_vip/income_vip-0c76560ae4db.parquet,True,True,19252,19252,1783447020130567300,1783447020130567300,True
database/data/bronze/income_vip/income_vip-0cc4f14a5767.parquet,True,True,11976,11976,1783446923908686800,1783446923908686800,True
database/data/bronze/income_vip/income_vip-0cfddfe2ca32.parquet,True,True,12676,12676,1783447044199569000,1783447044199569000,True
database/data/bronze/income_vip/income_vip-0d39f6b5826c.parquet,True,True,10180,10180,1783446772314946000,1783446772314946000,True
database/data/bronze/income_vip/income_vip-0d472dd7136b.parquet,True,True,15280,15280,1783447031116401300,1783447031116401300,True
database/data/bronze/income_vip/income_vip-0d56a6b2a9a1.parquet,True,True,9268,9268,1783447243722913400,1783447243722913400,True
database/data/bronze/income_vip/income_vip-0d71bc434342.parquet,True,True,11001,11001,1783447419257740300,1783447419257740300,True
database/data/bronze/income_vip/income_vip-0da6119bba01.parquet,True,True,10228,10228,1783447156911662300,1783447156911662300,True
database/data/bronze/income_vip/income_vip-0db5846e806d.parquet,True,True,13433,13433,1783447127054648100,1783447127054648100,True
database/data/bronze/income_vip/income_vip-0e3663369be4.parquet,True,True,12172,12172,1783447089383902600,1783447089383902600,True
database/data/bronze/income_vip/income_vip-0e549bb0abb2.parquet,True,True,12201,12201,1783447323350623600,1783447323350623600,True
database/data/bronze/income_vip/income_vip-0e61d9bd182c.parquet,True,True,33476,33476,1783447284689647000,1783447284689647000,True
database/data/bronze/income_vip/income_vip-0eb0f2683f7a.parquet,True,True,235758,235758,1783447380149247200,1783447380149247200,True
database/data/bronze/income_vip/income_vip-0f2141f1be90.parquet,True,True,12283,12283,1783446624424172900,1783446624424172900,True
database/data/bronze/income_vip/income_vip-0f94a30e19a7.parquet,True,True,12927,12927,1783446857183850200,1783446857183850200,True
database/data/bronze/income_vip/income_vip-0fa34d65e96a.parquet,True,True,13822,13822,1783447319782313700,1783447319782313700,True
database/data/bronze/income_vip/income_vip-0fb734f8b08c.parquet,True,True,13043,13043,1783447113676151800,1783447113676151800,True
database/data/bronze/income_vip/income_vip-0fc90ebc5149.parquet,True,True,13230,13230,1783446686985506400,1783446686985506400,True
database/data/bronze/income_vip/income_vip-0fe58ed5b5ba.parquet,True,True,14997,14997,1783447010573876700,1783447010573876700,True
database/data/bronze/income_vip/income_vip-10536a695808.parquet,True,True,11982,11982,1783447016996486000,1783447016996486000,True
database/data/bronze/income_vip/income_vip-105e4526de49.parquet,True,True,24791,24791,1783446653502904500,1783446653502904500,True
database/data/bronze/income_vip/income_vip-10700ce6a6af.parquet,True,True,13860,13860,1783447433141567800,1783447433141567800,True
database/data/bronze/income_vip/income_vip-1089467981ac.parquet,True,True,29824,29824,1783447442278411000,1783447442278411000,True
database/data/bronze/income_vip/income_vip-108e3b2f9645.parquet,True,True,9172,9172,1783447171098906800,1783447171098906800,True
database/data/bronze/income_vip/income_vip-10b8f50f9caa.parquet,True,True,29008,29008,1783446870170280100,1783446870170280100,True
database/data/bronze/income_vip/income_vip-10ca5e614460.parquet,True,True,12356,12356,1783447312907141000,1783447312907141000,True
database/data/bronze/income_vip/income_vip-117f9ed6cfd0.parquet,True,True,15320,15320,1783446996668751400,1783446996668751400,True
database/data/bronze/income_vip/income_vip-11812785a1fc.parquet,True,True,12000,12000,1783446884863153400,1783446884863153400,True
database/data/bronze/income_vip/income_vip-118c6d855550.parquet,True,True,9268,9268,1783447240811891900,1783447240811891900,True
database/data/bronze/income_vip/income_vip-118e84c25e24.parquet,True,True,16684,16684,1783446635046751900,1783446635046751900,True
database/data/bronze/income_vip/income_vip-1191926f9b92.parquet,True,True,79049,79049,1783447131920750400,1783447131920750400,True
database/data/bronze/income_vip/income_vip-119b27ed559a.parquet,True,True,10887,10887,1783447086273078000,1783447086273078000,True
database/data/bronze/income_vip/income_vip-122b02a51706.parquet,True,True,14574,14574,1783447071382619300,1783447071382619300,True
database/data/bronze/income_vip/income_vip-12393823c01c.parquet,True,True,11743,11743,1783446851684300000,1783446851684300000,True
database/data/bronze/income_vip/income_vip-124c953be205.parquet,True,True,17647,17647,1783446850941486600,1783446850941486600,True
database/data/bronze/income_vip/income_vip-1251a8399b4f.parquet,True,True,31129,31129,1783446972180904600,1783446972180904600,True
database/data/bronze/income_vip/income_vip-12a727a94455.parquet,True,True,10036,10036,1783447333606006100,1783447333606006100,True
database/data/bronze/income_vip/income_vip-12ba84421f6f.parquet,True,True,18847,18847,1783446686576796200,1783446686576796200,True
database/data/bronze/income_vip/income_vip-12e3729238a6.parquet,True,True,301930,301930,1783446821434913000,1783446821434913000,True
database/data/bronze/income_vip/income_vip-12fb4c47de6e.parquet,True,True,15310,15310,1783446678601464300,1783446678601464300,True
database/data/bronze/income_vip/income_vip-134a639f27a0.parquet,True,True,198794,198794,1783447135062136300,1783447135062136300,True
database/data/bronze/income_vip/income_vip-136905145e92.parquet,True,True,10689,10689,1783447356784662100,1783447356784662100,True
database/data/bronze/income_vip/income_vip-136f6441ec2c.parquet,True,True,30758,30758,1783446801464176200,1783446801464176200,True
database/data/bronze/income_vip/income_vip-13737a963bd5.parquet,True,True,12253,12253,1783447333948316500,1783447333948316500,True
database/data/bronze/income_vip/income_vip-13c5fbfe5a17.parquet,True,True,10825,10825,1783447150961225200,1783447150961225200,True
database/data/bronze/income_vip/income_vip-13e2cec3c129.parquet,True,True,17069,17069,1783446899413704100,1783446899413704100,True
database/data/bronze/income_vip/income_vip-1426fedd472f.parquet,True,True,15844,15844,1783446949590386600,1783446949590386600,True
database/data/bronze/income_vip/income_vip-142957b33be0.parquet,True,True,44164,44164,1783447348563960000,1783447348563960000,True
database/data/bronze/income_vip/income_vip-144bd9f7e370.parquet,True,True,12165,12165,1783447239402865800,1783447239402865800,True
database/data/bronze/income_vip/income_vip-146910cf0fc6.parquet,True,True,23393,23393,1783447181620474500,1783447181620474500,True
database/data/bronze/income_vip/income_vip-147bf845ff66.parquet,True,True,13652,13652,1783446681937247000,1783446681937247000,True
database/data/bronze/income_vip/income_vip-14897f03fb4d.parquet,True,True,102395,102395,1783447059374019900,1783447059374019900,True
database/data/bronze/income_vip/income_vip-148dd7b0a30e.parquet,True,True,18557,18557,1783446924819901100,1783446924819901100,True
database/data/bronze/income_vip/income_vip-14aa58cdbd8b.parquet,True,True,27187,27187,1783446962908456300,1783446962908456300,True
database/data/bronze/income_vip/income_vip-14eeb32cea16.parquet,True,True,12183,12183,1783446856363124600,1783446856363124600,True
database/data/bronze/income_vip/income_vip-14ef2e586101.parquet,True,True,17333,17333,1783446694022041400,1783446694022041400,True
database/data/bronze/income_vip/income_vip-15496e2a7a6f.parquet,True,True,10017,10017,1783447206592721000,1783447206592721000,True
database/data/bronze/income_vip/income_vip-15dde24bcffa.parquet,True,True,10036,10036,1783447100133776300,1783447100133776300,True
database/data/bronze/income_vip/income_vip-167fbb0f39cf.parquet,True,True,19075,19075,1783446765006384700,1783446765006384700,True
database/data/bronze/income_vip/income_vip-16e7f976b47e.parquet,True,True,31603,31603,1783446710163572300,1783446710163572300,True
database/data/bronze/income_vip/income_vip-16ebe506cbc8.parquet,True,True,11717,11717,1783446747435650900,1783446747435650900,True
database/data/bronze/income_vip/income_vip-17097a558f48.parquet,True,True,10808,10808,1783447211212683200,1783447211212683200,True
database/data/bronze/income_vip/income_vip-1741023e386a.parquet,True,True,10981,10981,1783446944825364800,1783446944825364800,True
database/data/bronze/income_vip/income_vip-17466deda277.parquet,True,True,13265,13265,1783446750771502500,1783446750771502500,True
database/data/bronze/income_vip/income_vip-174fafa044de.parquet,True,True,10420,10420,1783447068051646500,1783447068051646500,True
database/data/bronze/income_vip/income_vip-17b33bd4761e.parquet,True,True,14526,14526,1783446953125797700,1783446953125797700,True
database/data/bronze/income_vip/income_vip-17d9e27444e5.parquet,True,True,13014,13014,1783447086663746300,1783447086663746300,True
database/data/bronze/income_vip/income_vip-17dff74a1a1a.parquet,True,True,16625,16625,1783446700499207900,1783446700499207900,True
database/data/bronze/income_vip/income_vip-185ce5f569c4.parquet,True,True,11909,11909,1783446829516065200,1783446829516065200,True
database/data/bronze/income_vip/income_vip-190913ccbcd1.parquet,True,True,38849,38849,1783447445105186100,1783447445105186100,True
database/data/bronze/income_vip/income_vip-19802d51de5d.parquet,True,True,14981,14981,1783447342182943000,1783447342182943000,True
database/data/bronze/income_vip/income_vip-19f44ae2ec23.parquet,True,True,13986,13986,1783446698086910500,1783446698086910500,True
database/data/bronze/income_vip/income_vip-19fd3af22ff0.parquet,True,True,68754,68754,1783447377365720700,1783447377365720700,True
database/data/bronze/income_vip/income_vip-1a442345b7d5.parquet,True,True,83812,83812,1783446718994092800,1783446718994092800,True
database/data/bronze/income_vip/income_vip-1aa0829a3dea.parquet,True,True,371685,371685,1783447136369641000,1783447136369641000,True
database/data/bronze/income_vip/income_vip-1aa56f031fba.parquet,True,True,15194,15194,1783447382039982300,1783447382039982300,True
database/data/bronze/income_vip/income_vip-1b00b2256c4d.parquet,True,True,416592,416592,1783447457005265300,1783447457005265300,True
database/data/bronze/income_vip/income_vip-1b192b6e12cf.parquet,True,True,27723,27723,1783447026773885700,1783447026773885700,True
database/data/bronze/income_vip/income_vip-1b1e7cd5c76f.parquet,True,True,10592,10592,1783447196080682300,1783447196080682300,True
database/data/bronze/income_vip/income_vip-1b26cf561d17.parquet,True,True,13967,13967,1783447068449568100,1783447068449568100,True
database/data/bronze/income_vip/income_vip-1b379736f419.parquet,True,True,15754,15754,1783446757293325300,1783446757293325300,True
database/data/bronze/income_vip/income_vip-1b98b8c820ae.parquet,True,True,12215,12215,1783446627397864600,1783446627397864600,True
database/data/bronze/income_vip/income_vip-1ba051518775.parquet,True,True,12381,12381,1783446633663312800,1783446633663312800,True
database/data/bronze/income_vip/income_vip-1ba8ad449fca.parquet,True,True,25530,25530,1783447058227684900,1783447058227684900,True
database/data/bronze/income_vip/income_vip-1bb34eda0094.parquet,True,True,272391,272391,1783447353561528000,1783447353561528000,True
database/data/bronze/income_vip/income_vip-1bffe4cf1e4c.parquet,True,True,11965,11965,1783446941960597900,1783446941960597900,True
database/data/bronze/income_vip/income_vip-1c06e46fcd7a.parquet,True,True,143724,143724,1783447133832123900,1783447133832123900,True
database/data/bronze/income_vip/income_vip-1c2a49c03dd3.parquet,True,True,144327,144327,1783446818054664800,1783446818054664800,True
database/data/bronze/income_vip/income_vip-1c415ffe2975.parquet,True,True,12651,12651,1783447271018794600,1783447271018794600,True
database/data/bronze/income_vip/income_vip-1c6a5ed57fc3.parquet,True,True,10412,10412,1783446888279608500,1783446888279608500,True
database/data/bronze/income_vip/income_vip-1c8772310694.parquet,True,True,76333,76333,1783447123216711800,1783447123216711800,True
database/data/bronze/income_vip/income_vip-1cac0de3e8eb.parquet,True,True,11212,11212,1783447066056134100,1783447066056134100,True
database/data/bronze/income_vip/income_vip-1cde83c39a3c.parquet,True,True,24809,24809,1783446714643765800,1783446714643765800,True
database/data/bronze/income_vip/income_vip-1cdff636fa93.parquet,True,True,13671,13671,1783447199979143800,1783447199979143800,True
database/data/bronze/income_vip/income_vip-1cf8ccdd9fc1.parquet,True,True,13703,13703,1783446756940015200,1783446756940015200,True
database/data/bronze/income_vip/income_vip-1d1923e7896d.parquet,True,True,19441,19441,1783446737927338500,1783446737927338500,True
database/data/bronze/income_vip/income_vip-1daa2b04d6f5.parquet,True,True,12271,12271,1783446992816686200,1783446992816686200,True
database/data/bronze/income_vip/income_vip-1dcd935139bc.parquet,True,True,173439,173439,1783446903005081900,1783446903005081900,True
database/data/bronze/income_vip/income_vip-1e34e3ead706.parquet,True,True,143683,143683,1783447217583760200,1783447217583760200,True
database/data/bronze/income_vip/income_vip-1e4745521721.parquet,True,True,375904,375904,1783447302025939000,1783447302025939000,True
database/data/bronze/income_vip/income_vip-1e627a96843c.parquet,True,True,10868,10868,1783447263514684900,1783447263514684900,True
database/data/bronze/income_vip/income_vip-1eb5c99d5975.parquet,True,True,12628,12628,1783447467040454000,1783447467040454000,True
database/data/bronze/income_vip/income_vip-1ec2472e73ff.parquet,True,True,18136,18136,1783446775460455300,1783446775460455300,True
