composite_factor,period_count,annual_return,annual_volatility,sharpe,max_drawdown,win_rate,cumulative_return
Composite_RollingRankIC,54,0.04821611126475256,0.15658849867897634,0.3079160453770037,-0.21677616773960984,0.5925925925925926,0.23602922002671867
Composite_Equal,54,-0.017010667427874604,0.12238125972018153,-0.13899732252118194,-0.20356100465045845,0.4444444444444444,-0.07430136791508457
