factor,trade_date,portfolio_return,turnover,missing_return_count,suspended_return_count,invalid_missing_return_count,invalid_missing_weight,composite_factor,bucket
Composite_Equal_D01,20220324,-0.013821620514648573,0.0,0,0,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220325,-0.006530052087739431,0.0,1,1,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220328,-0.003790036868457114,0.0,1,1,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220329,-0.007253931520319655,0.0,1,1,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220330,0.01427190271205805,0.0,2,2,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220331,-0.007289407709802645,0.0,4,4,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220401,0.0008741161226926442,0.0,3,3,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220406,0.009060598279616581,0.27293064876957496,1,1,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220407,-0.019291668048567183,0.0,2,2,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220408,-0.008555498422163221,0.0,1,1,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220411,-0.03357375403367056,0.0,1,1,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220412,0.01909919561495056,0.0,2,2,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220413,-0.02010002139513249,0.0,2,2,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220414,0.00534904305065752,0.0,2,2,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220415,-0.019879604842938502,0.0,3,3,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220418,0.0037809461857919303,0.0,3,3,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220419,-0.00040009222249489144,0.0,3,3,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220420,-0.011780180757278802,0.0,2,2,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220421,-0.042092203313694385,0.0,2,2,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220422,-0.013872098632994328,0.0,5,5,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220425,-0.07804934676305395,0.0,4,4,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220426,-0.03699076718458713,0.0,3,3,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220427,0.029822144148132893,0.0,6,6,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220428,-0.013889918409155773,0.0,14,14,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220429,0.04049046026840422,0.0,13,13,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220505,0.011888355367686,0.0,40,40,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220506,-0.011728657962949602,0.5145413870246085,0,0,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220509,0.01373235706791286,0.0,0,0,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220510,0.01692940948432289,0.0,0,0,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220511,0.007727851221133435,0.0,0,0,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220512,0.008325901345898747,0.0,1,1,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220513,0.009038666394485225,0.0,1,1,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220516,0.0056163274040750555,0.0,1,1,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220517,0.002734294079124698,0.0,2,2,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220518,0.009258518329624295,0.0,6,6,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220519,0.011508368756110084,0.0,5,5,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220520,0.01367451671207158,0.0,3,3,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220523,0.0157887039441176,0.0,3,3,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220524,-0.04312311529100227,0.0,3,0,3,0.006772009029345372,Composite_Equal,1
Composite_Equal_D01,20220525,0.022930303772749062,0.0,5,2,3,0.006772009029345372,Composite_Equal,1
Composite_Equal_D01,20220526,0.0040627753814181065,0.0,3,0,3,0.006772009029345372,Composite_Equal,1
Composite_Equal_D01,20220527,-0.0006957247136198598,0.0,3,0,3,0.006772009029345372,Composite_Equal,1
Composite_Equal_D01,20220530,0.01034708989367255,0.0,4,1,3,0.006772009029345372,Composite_Equal,1
Composite_Equal_D01,20220531,0.013531999905046685,0.0,3,0,3,0.006772009029345372,Composite_Equal,1
Composite_Equal_D01,20220601,0.008662809286371257,0.0,3,0,3,0.006772009029345372,Composite_Equal,1
Composite_Equal_D01,20220602,0.00897633044722001,0.354120267260579,0,0,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220606,0.016492742078412857,0.0,0,0,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220607,-0.0026031233851202705,0.0,1,1,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220608,0.004855418604375358,0.0,1,1,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220609,-0.018986792139082557,0.0,1,1,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220610,0.01450957395519936,0.0,1,1,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220613,0.007280433492166124,0.0,1,1,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220614,0.002421054003544885,0.0,1,1,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220615,-0.0033768608142180617,0.0,1,1,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220616,0.011391889412608868,0.0,5,5,0,0.0,Composite_Equal,1
Composite_Equal_D01,20220617,0.004532995939955435,0.0,8,6,2,0.004454342984409799,Composite_Equal,1
Composite_Equal_D01,20220620,0.012881473799662155,0.0,7,5,2,0.004454342984409799,Composite_Equal,1
Composite_Equal_D01,20220621,-0.0020591383207524917,0.0,7,4,3,0.006681514476614699,Composite_Equal,1
Composite_Equal_D01,20220622,-0.008469379556499035,0.0,9,3,6,0.013363028953229397,Composite_Equal,1
Composite_Equal_D01,20220623,0.017956769743108437,0.0,7,0,7,0.015590200445434299,Composite_Equal,1
Composite_Equal_D01,20220624,0.010174111999184731,0.0,8,1,7,0.015590200445434299,Composite_Equal,1
Composite_Equal_D01,20220627,0.009893542856065423,0.0,7,0,7,0.015590200445434299,Composite_Equal,1
