composite_factor,period_count,monotonic_up_period_share,average_spearman_decile_ic,d1_mean_return,d1_annual_return,d2_mean_return,d2_annual_return,d3_mean_return,d3_annual_return,d4_mean_return,d4_annual_return,d5_mean_return,d5_annual_return,d6_mean_return,d6_annual_return,d7_mean_return,d7_annual_return,d8_mean_return,d8_annual_return,d9_mean_return,d9_annual_return,d10_mean_return,d10_annual_return
Composite_RollingRankIC,54,0.037037037037037035,0.13782267115600447,0.005924803277850967,0.019102412928727608,0.009332173001390838,0.06886014440314336,0.010664974725123469,0.09138455812473567,0.01188161803053135,0.11039251902387837,0.011911018024204831,0.11358252854599193,0.012972916326707632,0.12980772149027575,0.01203030258379465,0.11986280871641997,0.01301714907121234,0.13378401259592532,0.011485196541181882,0.1153731648950529,0.010886226607361752,0.1085688693734772
Composite_Equal,54,0.0,-0.03232323232323232,0.0101327355913718,0.07951243740025093,0.011302309245995115,0.09763500962899396,0.010157017299993467,0.08863556055516963,0.011321946254433616,0.1057940044598018,0.010573780793865131,0.09673639793630628,0.012648373480224559,0.12579658696218332,0.012534903654266108,0.1255389696480056,0.011829633366350147,0.11594606959384257,0.010432337142450055,0.09981835942403605,0.009320260116616142,0.07802885003187798
