composite_factor,period_count,ic_mean,ic_std,ic_win_rate,ic_monthly_icir,ic_annual_icir,rank_ic_mean,rank_ic_std,rank_ic_win_rate,rank_ic_monthly_icir,rank_ic_annual_icir,average_sample_count
Composite_RollingRankIC,54,0.02240150303071599,0.10161988082422113,0.5925925925925926,0.2204440986253999,0.7636407580958342,0.05685947795134328,0.1272209036991039,0.6851851851851852,0.4469350263839053,1.5482283467581213,4980.148148148148
Composite_Equal,54,-0.0014119605858725571,0.07909647616076251,0.48148148148148145,-0.0178511187148561,-0.061838089172148815,-0.00530303875702328,0.08914278624149899,0.4074074074074074,-0.0594892641414268,-0.20607685599567307,4981.111111111111
