composite_factor,trade_date,ic,rank_ic,sample_count
Composite_RollingRankIC,20241231,0.08610613249812858,0.09220170201069149,5137
Composite_RollingRankIC,20250127,-0.09973712816909071,-0.13984473664448216,5155
Composite_RollingRankIC,20250228,0.20053583548967585,0.28816851272384647,5155
Composite_RollingRankIC,20250331,-0.06936481171355194,-0.0987757003431088,5159
Composite_RollingRankIC,20250430,-0.014120330290697458,0.03288838034945369,5125
Composite_RollingRankIC,20250530,-0.017494500578403526,0.0030122175125923464,5158
Composite_RollingRankIC,20250630,0.053583559405722514,0.14328616957341186,5175
Composite_RollingRankIC,20250731,-0.07330894472613649,-0.05061334705701526,5189
Composite_RollingRankIC,20250829,0.05745832883077833,0.07414023153111085,5191
Composite_RollingRankIC,20250930,0.037119219105454626,0.08130348125597203,5200
Composite_RollingRankIC,20251031,0.017332120287452103,0.10017718305777107,5208
Composite_RollingRankIC,20251128,-0.015842911422961913,0.04693589573143978,5214
Composite_RollingRankIC,20251231,0.08281589661383938,0.15777385967466007,5232
Composite_RollingRankIC,20260130,-0.020552454166588244,0.043603790635412455,5243
Composite_RollingRankIC,20260227,0.07754562135397418,0.1794585095111529,5252
Composite_RollingRankIC,20260331,-0.13240037152073872,-0.12384491849956177,5258
Composite_RollingRankIC,20260430,0.02660458241862416,0.11320575291020725,5272
Composite_RollingRankIC,20260529,-0.12155467588934903,-0.06637902680704619,5288
Composite_RollingRankIC,20260630,0.2654088877165562,0.3231622896857224,5291
