factor,trade_date,baseline_log_total_mv,portfolio_log_total_mv,active_log_total_mv,portfolio_size_percentile,baseline_count,holding_count,missing_size_count
Debt_to_Equity,20240131,13.21130403584524,12.888281350590374,-0.3230226852548661,0.41309711308928176,5085,1017,0
Debt_to_Equity,20240229,13.265189891317156,12.94869663804317,-0.31649325327398614,0.41919481558320826,5089,1018,0
Debt_to_Equity,20240329,13.296324407826035,12.97848954895375,-0.3178348588722848,0.41754255928690365,5099,1020,0
Debt_to_Equity,20240430,13.283260727955764,12.955726970027445,-0.3275337579283182,0.4165433032768173,5068,1013,0
Debt_to_Equity,20240531,13.26186091374952,12.932913888746587,-0.3289470250029325,0.4174255112809506,5094,1019,0
Debt_to_Equity,20240628,13.167664835784514,12.852255048116927,-0.315409787667587,0.42259925457226577,5103,1021,0
Debt_to_Equity,20240731,13.168907191384136,12.847448296926434,-0.32145889445770237,0.41888277944922825,5103,1020,0
Debt_to_Equity,20240830,13.123837412027148,12.788633044353254,-0.33520436767389405,0.41529483815461143,5111,1022,0
Debt_to_Equity,20240930,13.327985140635553,13.002440168818492,-0.3255449718170613,0.4171448699590625,5114,1022,0
Debt_to_Equity,20241031,13.398566879492098,13.099669825300213,-0.29889705419188495,0.42104005813598633,5120,1024,0
Debt_to_Equity,20241129,13.44292932580768,13.150765548846284,-0.29216377696139695,0.41966855933807445,5134,1027,0
Debt_to_Equity,20241231,13.384183365260759,13.083868218397166,-0.30031514686359273,0.41980533776785495,5143,1028,0
Debt_to_Equity,20250127,13.368578359227817,13.079686506748576,-0.28889185247924054,0.42293542832576475,5157,1032,0
Debt_to_Equity,20250228,13.437829046871714,13.162255233509075,-0.2755738133626391,0.424802713402927,5158,1031,0
Debt_to_Equity,20250331,13.437959280610594,13.154050999021182,-0.2839082815894116,0.4223435613517951,5162,1033,0
Debt_to_Equity,20250430,13.425684525905208,13.181396264943107,-0.24428826096210088,0.4338370810722576,5135,1026,0
Debt_to_Equity,20250530,13.459462706479618,13.219957713618964,-0.2395049928606543,0.43383405749791754,5165,1032,0
Debt_to_Equity,20250630,13.510328311670834,13.278599059975978,-0.2317292516948566,0.43608728213507614,5184,1037,0
Debt_to_Equity,20250731,13.557793404836662,13.324457420395342,-0.23333598444131987,0.43619546601812687,5191,1039,0
Debt_to_Equity,20250829,13.63162261900554,13.388109318972202,-0.2435133000333387,0.4335781355466299,5196,1039,0
Debt_to_Equity,20250930,13.632857255744115,13.377925929631402,-0.25493132611271285,0.4309682716538892,5204,1041,0
Debt_to_Equity,20251031,13.64684093632186,13.394305670910938,-0.25253526541092164,0.43225888887152536,5215,1043,0
Debt_to_Equity,20251128,13.631569273587985,13.373462269253363,-0.2581070043346223,0.4295281797780726,5217,1043,0
Debt_to_Equity,20251231,13.64693447339505,13.385085699323458,-0.26184877407159135,0.4293590787822978,5239,1048,0
Debt_to_Equity,20260130,13.71748109538549,13.46356278179008,-0.2539183135954115,0.43226972938156,5249,1050,0
Debt_to_Equity,20260227,13.750634836721947,13.480257327694865,-0.2703775090270817,0.4274114440136125,5258,1052,0
Debt_to_Equity,20260331,13.640680720400868,13.362566284003913,-0.27811443639695455,0.4262533322224421,5266,1053,0
Debt_to_Equity,20260430,13.703769951468612,13.413944482460645,-0.28982546900796713,0.4242906603432547,5281,1056,0
Debt_to_Equity,20260529,13.661940646839094,13.366605525872735,-0.2953351209663584,0.42590430594544304,5297,1059,0
Debt_to_Equity,20260630,13.597639559715336,13.319643832854618,-0.27799572686071805,0.43303399786400854,5300,1060,0
Dividend_Yield,20220128,13.69164977126081,13.92630059456065,0.234650823299841,0.5514850902796102,3043,609,0
Dividend_Yield,20220228,13.726457089327086,13.9716892793396,0.24523219001251384,0.5525372981755772,3047,610,0
Dividend_Yield,20220331,13.655078328912948,13.953587155785602,0.2985088268726539,0.5670809929963248,3036,608,0
Dividend_Yield,20220429,13.50349327416956,13.77193646968372,0.26844319551415907,0.5583450519046967,2960,591,0
Dividend_Yield,20220531,13.602498238901939,13.868071928574297,0.26557368967235817,0.5567167860530287,2804,561,0
Dividend_Yield,20220630,13.629065696689546,13.914274266977312,0.28520857028776625,0.5609013801559446,2985,597,0
Dividend_Yield,20220729,13.630065875881007,13.92099966919911,0.29093379331810354,0.5616285775727246,3197,640,0
Dividend_Yield,20220831,13.602220187081585,13.900038692077906,0.29781850499632156,0.5636950438012164,3277,656,0
Dividend_Yield,20220930,13.507009701756212,13.830437600023085,0.323427898266873,0.5690074080201469,3297,660,0
Dividend_Yield,20221031,13.535099763951282,13.849778925193576,0.3146791612422941,0.568255924678569,3303,661,0
Dividend_Yield,20221130,13.599070007557591,13.911066608047125,0.31199660048953426,0.5663145646518524,3316,664,0
Dividend_Yield,20221230,13.554879088260765,13.85274868987095,0.2978696016101843,0.5609585753317454,3315,663,0
