factor,trade_date,ic,rank_ic,sample_count
Dividend_Yield,20231229,0.15837632583855332,0.08058517721716416,3482
Dividend_Yield,20240131,-0.01643667448817291,0.01734372509716181,3485
Dividend_Yield,20240229,-0.038527098212030465,-0.022730216142008246,3484
Dividend_Yield,20240329,0.039348278180850495,0.06903813098944692,3480
Dividend_Yield,20240430,0.04184921360436478,0.09320281452983492,3424
Dividend_Yield,20240531,0.0629513251525044,0.13320354918150915,3266
Dividend_Yield,20240628,-0.05714814817613408,-0.0444208750600258,3461
Dividend_Yield,20240731,0.07525511348057466,0.10063291710155564,3766
Dividend_Yield,20240830,-0.02883260902911453,-0.04946131483615913,3843
Dividend_Yield,20240930,-0.0035637588810802276,0.008789392858394723,3863
Dividend_Yield,20241031,-0.01648742678881262,0.016662250541610177,3896
Dividend_Yield,20241129,0.13626417199196703,0.1796412046524849,3909
Dividend_Yield,20241231,-0.05992285013461904,-0.01660363618701298,3919
Dividend_Yield,20250127,-0.05975017449699404,-0.04065012307128571,3937
Dividend_Yield,20250228,0.1040888071929975,0.16359393053667126,3937
Dividend_Yield,20250331,-0.03387605307699255,-0.03608068040244052,3935
Dividend_Yield,20250430,-0.0009424881753646831,0.06257262664563414,3885
Dividend_Yield,20250530,-0.02474134866862135,0.026015962933549134,3638
Dividend_Yield,20250630,0.0017723553182460204,0.07878778588860279,3582
Dividend_Yield,20250731,-0.10017102671515628,-0.09034028429859484,3694
Dividend_Yield,20250829,-0.007892671646477731,0.02611429594948036,3725
Dividend_Yield,20250930,0.09141665668384348,0.11349297889273031,3729
Dividend_Yield,20251031,0.04903497869017798,0.10730543747425658,3727
Dividend_Yield,20251128,-0.07093273557919509,-0.033112690018223444,3729
Dividend_Yield,20251231,-0.004859599242089569,0.05232595631771841,3729
Dividend_Yield,20260130,-0.0054093482477414676,0.055860800281537504,3720
Dividend_Yield,20260227,0.08480975195838378,0.10725453373121259,3725
Dividend_Yield,20260331,-0.12597078161730854,-0.10924006168848778,3714
Dividend_Yield,20260430,-0.008406171755410459,0.07206908315677653,3696
Dividend_Yield,20260529,-0.10886139477470946,-0.05123501435000881,3528
Dividend_Yield,20260630,0.23308719226059943,0.2541532981775047,3543
Gross_Margin,20220128,-0.06051936215140318,-0.060440149994632576,4329
Gross_Margin,20220228,-0.07726720075110147,-0.09451421116274872,4349
Gross_Margin,20220331,0.02430200135871051,-0.0024080980912566277,4383
Gross_Margin,20220429,-0.01240337007544626,0.0026000845714481947,4382
Gross_Margin,20220531,0.012222705965620586,0.017464436892650557,4393
Gross_Margin,20220630,-0.050019214241541134,-0.04257372747474115,4425
Gross_Margin,20220729,-0.01085380769560705,-0.036246872014359506,4464
Gross_Margin,20220831,0.013722114228162951,0.01895889405999169,4516
Gross_Margin,20220930,0.0729211614042195,0.07028829225834247,4559
Gross_Margin,20221031,-0.06809334763958114,-0.09091609536304296,4590
Gross_Margin,20221130,-0.005346446980978876,-0.0026457862213491033,4632
Gross_Margin,20221230,0.07942831546193418,0.0750390482879306,4682
Gross_Margin,20230131,0.024619606658619075,0.01769343694552602,4688
Gross_Margin,20230228,0.03968247123877423,0.0038307655379154052,4715
Gross_Margin,20230331,0.027835761585658723,-0.00019469231467838169,4749
Gross_Margin,20230428,0.025367486174532418,0.053796134376405694,4761
Gross_Margin,20230531,-0.06480092957358256,-0.04273521850153242,4791
Gross_Margin,20230630,-0.06496156457714192,-0.09319723120953816,4828
Gross_Margin,20230731,0.021326436412367134,0.06494447950107228,4871
Gross_Margin,20230831,-0.03247969556246342,-0.027627190042267193,4904
Gross_Margin,20230928,-0.06659189423318573,-0.07242079113040806,4920
Gross_Margin,20231031,0.046129596824799696,0.05846002587175093,4932
Gross_Margin,20231130,0.03038981863844616,0.026565353555659428,4950
Gross_Margin,20231229,-0.05136542415207324,-0.07867038436879209,4968
Gross_Margin,20240131,0.083748303832773,0.10478871271701697,4987
Gross_Margin,20240229,-0.05511073088791869,-0.0664135870228251,4991
Gross_Margin,20240329,0.029724576661358932,0.04697147734994199,4999
Gross_Margin,20240430,0.03591789988818836,0.07877640459280628,4971
Gross_Margin,20240531,0.03338603390425986,0.06825598838717194,4995
Gross_Margin,20240628,-0.07372567117739424,-0.07989862716510202,5003
Gross_Margin,20240731,-0.038123327228402074,-0.04530987424962533,5005
Gross_Margin,20240830,0.06816629197036769,0.0819380351273011,5014
Gross_Margin,20240930,-0.09248272982184173,-0.14162561119757852,5017
Gross_Margin,20241031,0.02183608042961991,0.021520848414635817,5021
Gross_Margin,20241129,0.019346391126199073,0.047158021287875856,5036
Gross_Margin,20241231,0.0637844983441142,0.08558406418589064,5045
Gross_Margin,20250127,-0.013705920155275457,-0.010755690583069976,5058
Gross_Margin,20250228,0.07590091644781212,0.10113967853599447,5062
Gross_Margin,20250331,0.0024163238076912513,-0.009169194937087838,5065
Gross_Margin,20250430,-0.014983272442585816,-0.018589982787304126,5037
Gross_Margin,20250530,-0.006683207869638088,0.015969041068819644,5068
Gross_Margin,20250630,0.01807233204799871,0.03839521049853776,5081
Gross_Margin,20250731,0.030209944911882874,0.03541688057156119,5094
Gross_Margin,20250829,-0.01416230666786771,-0.011677946964592617,5099
Gross_Margin,20250930,-0.04193890880627673,-0.027478952986417622,5107
Gross_Margin,20251031,-0.06593435495030203,-0.06306856226184289,5118
Gross_Margin,20251128,0.018869857826360525,0.07773081175695276,5124
Gross_Margin,20251231,0.02355973914639594,0.048662897706653004,5141
Gross_Margin,20260130,-0.06818137803482205,-0.07998139466184688,5153
Gross_Margin,20260227,-0.008866618101006345,-0.009184480517547543,5162
Gross_Margin,20260331,-0.023020326216046345,-0.015175596393953253,5170
Gross_Margin,20260430,0.023427114537101678,0.049437225022578545,5186
Gross_Margin,20260529,0.05581929576974208,0.06666503673374298,5200
Gross_Margin,20260630,0.023579751913050662,0.03275085344814645,5204
Holder_Concen,20220128,-0.09544518468314327,-0.11587707166421118,3018
Holder_Concen,20220228,-0.0753590891474457,-0.0852842201954577,3048
Holder_Concen,20220331,0.04600381550666053,0.042628069771266035,3165
Holder_Concen,20220429,-0.021290995786332097,-0.03665425795773957,3453
Holder_Concen,20220531,-0.022942206182811488,-0.02332711145553513,3534
Holder_Concen,20220630,0.007421120518384378,-0.014812264992854192,3565
Holder_Concen,20220729,-0.035353280545374795,-0.05348301778991231,3612
Holder_Concen,20220831,0.005438039290651345,-0.0002437035843606569,3845
Holder_Concen,20220930,0.003359319682396737,-0.016895943259683757,3903
Holder_Concen,20221031,-0.05058551249943489,-0.0511683984886254,3990
Holder_Concen,20221130,-0.040552233359226225,-0.04083643375705871,4038
Holder_Concen,20221230,0.01702396063842531,0.00806834921492831,4100
Holder_Concen,20230131,-0.017138995386673128,-0.029955199102170316,4108
Holder_Concen,20230228,0.0005259554732403446,0.0004046400690590663,4129
Holder_Concen,20230331,0.03295813362209261,0.008081557424409622,4192
Holder_Concen,20230428,0.018685714316524226,0.02985351190298056,4308
Holder_Concen,20230531,-0.046984364792281755,-0.04765189187468612,4360
Holder_Concen,20230630,-0.013984901899524678,-0.013420361019508435,4399
Holder_Concen,20230731,0.0657609653357611,0.07692676590685751,4442
Holder_Concen,20230831,-0.07304854601107925,-0.10121218879416748,4570
Holder_Concen,20230928,-0.053659005256540424,-0.07195460162912477,4583
Holder_Concen,20231031,0.06656425638933042,0.016883901848686714,4646
Holder_Concen,20231130,0.10883126408312183,0.047962435688094905,4667
Holder_Concen,20231229,0.016328413973857668,-0.007669779278347504,4688
Holder_Concen,20240131,-0.017279213520382607,-0.023198249730813164,4707
Holder_Concen,20240229,-0.01716977043336001,-0.03229659289193018,4724
Holder_Concen,20240329,0.051570719938836,0.05580384648719618,4744
Holder_Concen,20240430,0.041802355200706,0.038919997787502755,4805
Holder_Concen,20240531,0.05071401459771333,0.036721485941538234,4829
Holder_Concen,20240628,-0.04235827260055991,-0.0381187695182312,4838
Holder_Concen,20240731,-0.06207970786581024,-0.059095013696565536,4841
Holder_Concen,20240830,0.021867971022810698,0.023084378969404018,4892
Holder_Concen,20240930,-0.03789788281676659,-0.04159150800976566,4899
Holder_Concen,20241031,0.016511589593999045,0.009195207577445944,4942
Holder_Concen,20241129,0.01523511202507373,0.01921870624905866,4955
Holder_Concen,20241231,0.0099519406180191,0.006745132173996242,4962
Holder_Concen,20250127,0.011357585458959412,0.011348771626090038,4970
Holder_Concen,20250228,0.028394621510366952,0.028493727937698658,4972
Holder_Concen,20250331,0.014127737245986403,0.020055574459502,4976
Holder_Concen,20250430,0.005893741127679953,-0.0054096516171033135,4987
Holder_Concen,20250530,-0.0031089398636739104,0.01661103100414006,5013
Holder_Concen,20250630,0.01411822281674446,-0.004293322637630659,5021
Holder_Concen,20250731,-0.009519385916897338,-0.01884166896626582,5029
Holder_Concen,20250829,-0.026390847813615528,-0.038589851230151594,5050
Holder_Concen,20250930,0.019470928498327707,0.02234282711550785,5057
Holder_Concen,20251031,-0.0011802460322495412,0.005609151404492636,5099
Holder_Concen,20251128,-0.016956720468617674,-0.016786321160401393,5097
Holder_Concen,20251231,-0.022266584442732912,-0.005387348712686494,5103
Holder_Concen,20260130,-0.00939000993180753,-0.020888634290247583,5105
Holder_Concen,20260227,0.019148081564309066,0.02191441344670568,5107
Holder_Concen,20260331,0.004853821589462307,0.02015711275176152,5104
Holder_Concen,20260430,0.01667818098226128,0.033211150802554545,5167
Holder_Concen,20260529,0.003590660145534888,0.014560515213399563,5170
Holder_Concen,20260630,0.04405705250140304,0.034344580822209425,5165
Main_Net_In,20220128,-0.07930284037181562,-0.07765796775980234,4347
Main_Net_In,20220228,0.022780414458065924,0.05334407585130014,4364
Main_Net_In,20220331,0.05603762916773905,0.10969613970004594,4393
Main_Net_In,20220429,0.011877225225311728,0.059377139053494045,4390
Main_Net_In,20220531,0.006581925851134871,0.005335537433807293,4397
Main_Net_In,20220630,-0.0022274520107665743,0.038391130585022644,4423
Main_Net_In,20220729,-0.01826132574792351,0.023289579255809625,4456
Main_Net_In,20220831,0.014628821575258062,0.023686016874482418,4506
Main_Net_In,20220930,0.02757391090087002,0.02125449323179064,4541
Main_Net_In,20221031,-0.017388739520265473,0.03995520037053529,4565
Main_Net_In,20221130,-0.0017691316017318947,0.007212275433807375,4598
Main_Net_In,20221230,0.002212682535566368,0.016635019964724246,4617
Main_Net_In,20230131,0.005407196322213436,-0.010689117213833482,4621
Main_Net_In,20230228,-0.003395668993983601,-0.005946410394742162,4640
Main_Net_In,20230331,0.02198990992808773,0.05530487805405815,4665
Main_Net_In,20230428,0.04067998933034957,0.050211307606840276,4670
Main_Net_In,20230531,-0.01536486115436444,-0.08348091680321153,4693
Main_Net_In,20230630,-0.012793816955960761,0.023407534901608153,4725
Main_Net_In,20230731,-0.023170304788036174,-0.02032851411509673,4761
Main_Net_In,20230831,0.03453295416841164,-0.03679219238395129,4788
Main_Net_In,20230928,0.09702754188229831,-0.0016868932887691562,4799
Main_Net_In,20231031,0.004774714126033513,-0.04476592801356892,4809
Main_Net_In,20231130,0.05948670643737111,0.04262627641005687,4820
Main_Net_In,20231229,-0.026133653211807193,0.0526146782054623,4829
Main_Net_In,20240131,-0.04566207391269749,0.04687866001571136,4845
Main_Net_In,20240229,0.02283552464131571,0.11508324232407552,4848
Main_Net_In,20240329,0.03590069821703063,0.030795833315820902,4853
Main_Net_In,20240430,0.02772712734019305,0.06570870281672468,4823
Main_Net_In,20240531,-0.00942732130957665,0.002740100788339315,4847
Main_Net_In,20240628,0.006808602857398744,0.025891493337112798,4855
Main_Net_In,20240731,-0.02355893463262445,0.041075836567954556,4857
Main_Net_In,20240830,0.0462991681653654,-0.033951727266111634,4863
Main_Net_In,20240930,-0.03270091300684749,-0.08248215735267982,4864
Main_Net_In,20241031,0.06124403725272822,-0.04593534758530348,4867
Main_Net_In,20241129,0.01900099980055591,-0.03583169161413672,4879
Main_Net_In,20241231,-0.0378400228682744,-0.04139702134294181,4884
Main_Net_In,20250127,-0.03141697494523682,-0.012149812355427014,4896
Main_Net_In,20250228,0.0689360040237871,0.039752842155799925,4898
Main_Net_In,20250331,-0.024000365305630864,-0.06223882433821098,4901
Main_Net_In,20250430,-0.06074037166986648,-0.0278829949182255,4874
Main_Net_In,20250530,-0.015665194537603414,-0.024364116563452873,4904
Main_Net_In,20250630,-0.005368351391328789,0.021666203892212264,4914
Main_Net_In,20250731,0.0022814965167180165,0.0045573735853414125,4926
Main_Net_In,20250829,0.048330281269545534,0.05623236390802404,4927
Main_Net_In,20250930,0.013669744168805073,-0.04592519761498891,4931
Main_Net_In,20251031,0.01709741467077804,-0.05210175847948106,4939
Main_Net_In,20251128,0.018940085075825355,-0.0441869048013021,4937
Main_Net_In,20251231,0.05372093775547832,0.015081555175849741,4955
Main_Net_In,20260130,-0.0018852530772988073,-0.030416319303141676,4962
Main_Net_In,20260227,-0.05067223043402152,-0.05701830824666167,4967
Main_Net_In,20260331,-0.08813335091067465,0.005052163372141151,4967
Main_Net_In,20260430,0.007488217609082287,0.05575831232617396,4974
Main_Net_In,20260529,-0.06182218418036376,0.05628137632159321,4983
Main_Net_In,20260630,0.04101737880983199,0.12484982364511445,4981
Momentum_60D,20220128,0.007192861853701748,-0.0030444137660219123,4316
Momentum_60D,20220228,0.18152443062850823,0.21398074664924965,4354
Momentum_60D,20220331,-0.00998710658574488,0.016117270838403756,4396
Momentum_60D,20220429,-0.1533685522717011,-0.17225279846979988,4387
Momentum_60D,20220531,-0.17712530727808187,-0.2190542363204058,4403
Momentum_60D,20220630,0.0641364571778237,0.0498725766545616,4443
Momentum_60D,20220729,-0.18299251465733493,-0.13215191261621906,4493
Momentum_60D,20220831,0.04317928148002541,0.027455500448106254,4524
Momentum_60D,20220930,-0.052032714693285645,-0.07486127340480614,4546
Momentum_60D,20221031,-0.13154550476998136,-0.14269072115606618,4570
Momentum_60D,20221130,-0.015940128871222158,0.0042773671072806165,4630
Momentum_60D,20221230,-0.16588710377238525,-0.15155673626391808,4690
Momentum_60D,20230131,-0.03854058559023925,-0.03893476268688791,4717
Momentum_60D,20230228,0.06215973577420467,0.029602370304991115,4755
Momentum_60D,20230331,0.10093027645272624,0.07277657396122565,4795
Momentum_60D,20230428,0.0663326653914474,0.06203850583559676,4789
Momentum_60D,20230531,-0.07860691254298605,-0.07002958122717398,4810
Momentum_60D,20230630,-0.2722021456691045,-0.2154504321201086,4835
Momentum_60D,20230731,0.10107876608712225,0.09741931249726081,4876
Momentum_60D,20230831,0.00721353703195097,0.01404079555614683,4911
Momentum_60D,20230928,0.008091636636347333,0.03372435370884231,4943
Momentum_60D,20231031,-0.08709000497344944,-0.05632838530070892,4973
Momentum_60D,20231130,0.21714938751797386,0.11606696218890644,5009
Momentum_60D,20231229,-0.056172357443016574,0.03446883355023119,5026
Momentum_60D,20240131,-0.02558098789258474,-0.042233184006307024,5046
Momentum_60D,20240229,-0.17061968700889113,-0.16057314170412254,5052
Momentum_60D,20240329,0.04065526976778266,0.06362716853931727,5069
Momentum_60D,20240430,0.058748456404858346,0.10940587690933506,5049
Momentum_60D,20240531,0.08761268380571087,0.12763177747915502,5079
Momentum_60D,20240628,-0.18155245399104922,-0.19710302040224664,5088
Momentum_60D,20240731,-0.09480778781084988,-0.04284904143914144,5088
Momentum_60D,20240830,-0.13533529790835838,-0.17782272373745248,5091
Momentum_60D,20240930,0.13953008104358564,0.07635202342527322,5092
Momentum_60D,20241031,-0.03057303655912947,-0.10559406744475415,5089
Momentum_60D,20241129,-0.3428654600617731,-0.3332087584507207,5103
Momentum_60D,20241231,-0.06377279476221276,-0.07257887754009656,5112
Momentum_60D,20250127,-0.007597907042792055,-0.09092647343635195,5124
Momentum_60D,20250228,-0.0787339625798414,-0.044603988372633234,5132
Momentum_60D,20250331,0.13893471135569296,0.10493567527210268,5134
Momentum_60D,20250430,-0.041228038463685716,-0.07887352595331126,5108
Momentum_60D,20250530,-0.051988733559042495,-0.10141307621676679,5135
Momentum_60D,20250630,-0.056747809859400256,-0.11057391432533488,5153
Momentum_60D,20250731,0.09523419621423959,-0.012039007147770061,5168
Momentum_60D,20250829,-0.022317336635345273,-0.05038589010483748,5173
Momentum_60D,20250930,-0.07232171372752551,-0.09214372896899359,5178
Momentum_60D,20251031,0.018897194891440712,-0.0521243726423627,5186
Momentum_60D,20251128,0.026231413279538804,-0.050218596085441845,5186
Momentum_60D,20251231,0.03478868539260312,0.037087823628657896,5200
Momentum_60D,20260130,0.09034436010242897,0.06169196063718353,5213
Momentum_60D,20260227,-0.07633158641977217,-0.10097926672026986,5222
Momentum_60D,20260331,0.14587209365553652,0.056678429894442564,5231
Momentum_60D,20260430,0.09148853008961189,0.02559645531619604,5238
Momentum_60D,20260529,0.20139588431343286,0.10057557306506763,5251
Momentum_60D,20260630,-0.2874019969551085,-0.18284866033535788,5259
PE_TTM,20220128,-0.05794094352505467,-0.027853051948115826,3787
PE_TTM,20220228,-0.0015088930387857544,-0.0006585628272724593,3809
PE_TTM,20220331,0.05409556574668935,0.006995194447129211,3858
PE_TTM,20220429,-0.0821865534728997,-0.02797160707928702,3840
PE_TTM,20220531,0.016364533146067138,-0.017364636580513702,3821
PE_TTM,20220630,-0.016181954408767667,0.0399303981583795,3850
PE_TTM,20220729,0.019058997575292825,-0.01833800227158931,3885
PE_TTM,20220831,0.033278566839517236,0.02153318286706641,3822
PE_TTM,20220930,-0.029327018281894247,0.04033294590081058,3863
PE_TTM,20221031,0.010789447264177542,0.003656457773450342,3834
PE_TTM,20221130,0.008476331571710564,-0.038257429338243235,3874
PE_TTM,20221230,0.031478505934592206,0.08593942594054536,3928
PE_TTM,20230131,0.028920549670040433,0.11028371736808522,3936
PE_TTM,20230228,-0.00510593909170473,0.11165468656241878,3946
PE_TTM,20230331,0.04058271874767948,0.005003664995714009,3996
PE_TTM,20230428,-0.013999505790303427,0.10086059279871999,3946
PE_TTM,20230531,0.039559532377299624,0.027932159321617547,3935
PE_TTM,20230630,0.0404558269209646,0.003191811646076165,3972
PE_TTM,20230731,0.002475650776693413,0.055713269853530686,4012
PE_TTM,20230831,-0.016778912254593784,-0.004799683589595724,3957
PE_TTM,20230928,-0.06576352700170689,-0.11125864092621779,3975
PE_TTM,20231031,0.023784928113250135,0.14730376213478877,3960
PE_TTM,20231130,0.08552767327111076,0.14844978320263652,3975
PE_TTM,20231229,0.058322186775085674,-0.021945359126274176,3994
PE_TTM,20240131,0.052330938940672034,0.053586440993242154,4012
PE_TTM,20240229,-0.03313144077639594,0.01640497194185799,4015
PE_TTM,20240329,0.045774357818751915,0.05349975656202841,4058
PE_TTM,20240430,0.052834755106919665,0.09755525305429846,4036
PE_TTM,20240531,0.042199692566094106,0.12131561449036544,4044
PE_TTM,20240628,-0.04460639493811217,-0.04989840519421946,4052
PE_TTM,20240731,0.00975649180988637,0.0350116790434935,4057
PE_TTM,20240830,-0.04435582049119113,0.05418573201718186,3955
PE_TTM,20240930,-0.03649712672690051,0.014212721718964321,3953
PE_TTM,20241031,-0.010918581228114146,0.096760480581426,3873
PE_TTM,20241129,0.07191226130086423,0.08257305173192171,3889
PE_TTM,20241231,0.03670879783958347,0.1538186845209532,3900
PE_TTM,20250127,-0.0130184755453795,0.03204632354442308,3907
PE_TTM,20250228,0.10322254835336997,0.1300297207589313,3916
PE_TTM,20250331,-0.018272603962788746,-0.04535979491022574,3936
PE_TTM,20250430,-0.020472766260481206,0.013369629780848529,3885
PE_TTM,20250530,-0.00567980324315128,0.05768002537600087,3888
PE_TTM,20250630,0.03694252157290089,0.09888410150107119,3901
PE_TTM,20250731,-0.048139965529146775,-0.03853058682893032,3913
PE_TTM,20250829,0.056123900244727756,0.007208630674444853,3858
PE_TTM,20250930,0.041043854704770996,0.05774114497554992,3861
PE_TTM,20251031,-0.012727358154835958,-0.013339116389359312,3840
PE_TTM,20251128,-0.03657607309515202,0.07838934010993608,3848
PE_TTM,20251231,0.03608758583132359,0.04502698548049833,3865
PE_TTM,20260130,-0.016778581200233178,0.038816031628892696,3875
PE_TTM,20260227,-0.0027469346491452557,-0.0270622761276196,3891
PE_TTM,20260331,-0.08646632257245603,-0.04709891027226605,3932
PE_TTM,20260430,0.04564126280191558,0.060638515846054425,3912
PE_TTM,20260529,-0.055597015379494734,0.006202347009093657,3929
PE_TTM,20260630,0.12130445835201623,0.10054584657703954,3936
ROE,20220128,-0.020001572441178048,-0.022820280667455145,4407
ROE,20220228,-0.04956428195056339,-0.07253246132374196,4427
ROE,20220331,0.06601112885432307,0.04081578872892298,4463
ROE,20220429,-0.018014515978324878,-0.020193597779361205,4471
ROE,20220531,0.017112479391808922,0.017926398720739166,4488
ROE,20220630,-0.04917262426368193,-0.040696050844508155,4520
ROE,20220729,-0.043423166013808974,-0.033551278577083996,4559
ROE,20220831,-0.019285922768785758,0.02091508872745522,4612
ROE,20220930,0.003721328594391684,-0.02429724920019891,4655
ROE,20221031,-0.07753815231137283,-0.08528780324742295,4686
ROE,20221130,-0.05709132259861269,-0.03745173830383537,4728
ROE,20221230,0.112304260368835,0.0866100141565829,4779
ROE,20230131,-0.017565977533028257,-0.023808633743045236,4785
ROE,20230228,-0.017967402377164467,-0.030003103366298467,4813
ROE,20230331,0.007840807509044454,-0.010379169825637751,4847
ROE,20230428,0.07751214607132584,0.06698301471945958,4859
ROE,20230531,0.023300409895359833,0.045471439725882926,4889
ROE,20230630,-0.08246157589973747,-0.10087033197320575,4926
ROE,20230731,0.018405988840976082,0.05616847013247854,4969
ROE,20230831,-0.04354575884319877,-0.01807042985953034,5002
ROE,20230928,-0.14528882829835718,-0.19327941131051415,5018
ROE,20231031,0.062022446483989815,0.022539711604997174,5030
ROE,20231130,0.13519260065498512,0.15054791600980744,5048
ROE,20231229,0.10029270975584906,0.09047373253123732,5066
ROE,20240131,0.06255007982058221,0.11426011879094397,5085
ROE,20240229,-0.036410298276202506,-0.04472389597664957,5089
ROE,20240329,0.13924531147852873,0.15630215086492627,5097
ROE,20240430,0.11688460418976865,0.1798690879254462,5068
ROE,20240531,0.11634623762512267,0.16128902966052458,5093
ROE,20240628,-0.14833416247110018,-0.1811064904232699,5101
ROE,20240731,-0.06446773052369587,-0.03113237643237581,5103
ROE,20240830,-0.01527000848095054,-0.03646264968917049,5111
